time,text,topic,group,id
2015-12-24T03:40:25.000Z,Evidence of regulated cholestrol afflux in abdominal aortic aneurysm,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T03:40:54.000Z,Evidence of regulated cholestrol afflux in abdominal aortic aneurysm,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T03:40:54.000Z,Evidence of regulated cholestrol afflux in abdominal aortic aneurysm,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T03:44:00.000Z,Evidence of regulated cholestrol afflux in abdominal aortic aneurysm,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T03:57:47.000Z,me we utf did you part what do you expect me to do get liver cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-24T04:53:16.000Z,Must set an alarm for 4 30 on Christmas Ve Taking my mon in for gall bladder surgery End out a quick prayer and good vices for her ply,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T05:39:46.000Z,One of the wonderful things about not drinking aside from the lack of liver cancer is watching everyone struggle in BWS down the road,Liver cancer,Neoplasms,6.80E+17
2015-12-24T05:45:50.000Z,Wake Mrs S is having her gall bladder out today To sprout for you tombs,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T05:55:54.000Z,New Article Primary On Hodgkin Lymphoma of the Breast Ultrasonography Elastography Digital Mammography C,Non-Hodgkin lymphoma,Neoplasms,6.80E+17
2015-12-24T06:05:30.000Z,Apparently I m getting my gall bladder removed for Christmas it s fitted out on me,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T06:32:52.000Z,By dad either has pancreatitis or pancreas cancer Of it s cancer he has a 90 chance of dying Please pray for my dad,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T06:50:29.000Z,Efficacy of Combined Antithrombotic Station and Anti Hypertensive drugs in Acute Ischaemic Stroke by,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T06:58:56.000Z,Pancreatitis in Dogs Is Common Over Holidays,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T07:35:44.000Z,Other in law already in tears because her gall bladder is playing up and she doesn t want to ruin Was Expect forced joviality and,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T07:40:52.000Z,One unusual way to help your dog with pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T08:30:11.000Z,RT of Tapping tissue inhomogeneity in acute myocarditis a novel analytical approach to quantitative myocardial oedema http,myocarditis,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T09:30:52.000Z,Strategics In Now To Effectively Right River Cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-24T09:39:31.000Z,RT of Sky Pancreatitis Such that is all ALL AlexisALLin AcuteLymphoblasticLeukaemia pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T10:10:21.000Z,Rude you should try to talk to of He was on Gumma looked to be in rough shape Pancreatitis from boone,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T10:34:11.000Z,Proposed new cuff values for Of to detect oedema in acute myocarditis,myocarditis,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T11:06:33.000Z,LIVER Preoperative Nutritional Risk Index to predict postoperative survival time in primary liver cancer patients,Liver cancer,Neoplasms,6.80E+17
2015-12-24T11:20:27.000Z,Effect of Wish Oil Based I V Rapid Emulsion on Cytokines in Urine Model of Acute Pancreatitis Olin Nutrition,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T11:29:26.000Z,Sorafenib treatment during partial hepatectomy reduces tumorgenesis in an inflammation associated liver cancer god,Liver cancer,Neoplasms,6.80E+17
2015-12-24T11:30:02.000Z,Sorafenib treatment during partial hepatectomy reduces tumorgenesis in an inflammation associated liver cancer god,Liver cancer,Neoplasms,6.80E+17
2015-12-24T11:35:13.000Z,of All bladder shit But I m kind better maman na happy holidays,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T11:37:06.000Z,RT of ASA AHA ASA Statement National for the Inclusion Exclusion Criteria for Intravenous Alteplase in Acute Ischaemic Stroke hot,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T12:23:08.000Z,Daughter going home today after gall bladder removed To I m going down to Manchester on Sunday to look after her for a week or two,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T12:24:14.000Z,RT of News Norton radiotherapy for primary liver cancer hpbcsm,Liver cancer,Neoplasms,6.80E+17
2015-12-24T12:56:52.000Z,By sister just told me she has had gall stones and has had her gall bladder removed,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T13:54:50.000Z,free see filing email alert secfilings com Trial fibrillation or A fig is the most donorship,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T14:12:26.000Z,Serious phantom gall bladder pains,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T14:34:30.000Z,Warning Signs of Trial Fibrillation,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T15:02:02.000Z,Would Sleep Disordered Breathing Help Predict alive Fibrillation Risk HeartHealth,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T15:26:23.000Z,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney cancer within weeks of each o,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T15:36:39.000Z,Cofilin as a Promising Therapeutic Target for Ischaemic and Haemorrhagic Stroke Translational Stroke Research neuro,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T15:46:33.000Z,RT of Other Versa created with curing girl s kidney cancer,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T15:46:56.000Z,Okay liver cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-24T15:50:32.000Z,Take ni kent liver cancer Cap yes liver cancer without cirrhosis ni rare set,Liver cancer,Neoplasms,6.80E+17
2015-12-24T16:13:41.000Z,RT of yes this one was a proper and is in hospital with liver cancer so sad for him and family,Liver cancer,Neoplasms,6.80E+17
2015-12-24T16:36:08.000Z,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney cancer within weeks of each of,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T16:36:44.000Z,Everything went well The s in recovery Caseous but gall bladder less,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T16:37:36.000Z,A person with SLE may have inflammation of various parts of the heart such as pericarditis myocarditis and endocarditis Lupus,myocarditis,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T16:39:32.000Z,EVALUATION EFFECT of OCTREOTIDE of MORTALITY PATIONTS WITH NECROTIZING PANCREATITIS ReseachBib,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T16:44:11.000Z,Blue green alae is not linked to liver cancer says study health liverhealth colon,Liver cancer,Neoplasms,6.80E+17
2015-12-24T16:58:15.000Z,that s mean ale i don t have thyreoid cancer i have liver cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-24T17:04:00.000Z,RT of R I family Relic from Other Versa helped cure daughter s kidney cancer,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T17:04:23.000Z,RT of ProtonTherapy improves local control in liver cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-24T17:37:24.000Z,RT of Loose donna talk about his kidney cancer on a song I guess that post and delete was real PrayForBoosie,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T18:03:53.000Z,it s right up there with the time I saw someone talk about a relative with kidney cancer or the like and comments said Turmeric,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T18:09:22.000Z,Mnemonic for Causes of Trial Fibrillation,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T18:10:59.000Z,Been a busy boy today Mrs S just had keyhole surgery gall bladder removed so I ve been doing all the errands shores Time for a tiny,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T18:21:38.000Z,RT of Fatty foods can lead to pancreatitis in pets keep pets out of the garage and avoid feeding fatty ham or the skin of th,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-24T19:17:34.000Z,999 Looks like more than simple pericarditis to me To in a young male with fever and mild of my bet is on acute myocarditis,myocarditis,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T19:32:55.000Z,New tool developed to predict postoperative liver cancer recurrence after transplant,Liver cancer,Neoplasms,6.80E+17
2015-12-24T21:13:22.000Z,RT of YouAintNoChristianBruv By brother died last week of kidney cancer,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T21:33:05.000Z,Trial fibrillation patients on digoxin face increased risk of death,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T22:03:34.000Z,RT of Loose has been diagnosed with kidney cancer I need all my fan to pray for me,Kidney cancer,Neoplasms,6.80E+17
2015-12-24T22:57:00.000Z,alive  of An holiday tinge drinking damage the heart loveyourheartdfw,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-24T23:00:23.000Z,9 out of 10 Transitional cell carcinoma TCCs of the kidney are cured if they are found at an early stage,Kidney cancer,Neoplasms,6.80E+17
2015-12-25T00:05:15.000Z,RT of Smoking this December The CDC says 80 of all COPD Chronic Destructive Pulmonary Disease is caused by smoking,COPD,Chronic respiratory diseases,6.80E+17
2015-12-25T00:46:17.000Z,The EVAR I trial Endovascular vs open abdominal aortic aneurysm repair Classic Series More studies,Aortic aneurysm,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T00:57:58.000Z,Relationship of Bisphosphonate Therapy and Trial Fibrillation Flutter Outcome of Sleep Disorders in Older Men,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T01:03:57.000Z,Relationship of Bisphosphonate Therapy and Trial Fibrillation Flutter Outcome of Sleep Disorders in Older Men,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T01:07:41.000Z,Relationship of Bisphosphonate Therapy and Trial Fibrillation Flutter Outcome of Sleep Disorders in Older Men,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T01:10:25.000Z,That is Trial Fibrillation Chapter 1 via,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T02:16:09.000Z,of AUNT of COLON AND LIVER CANCER FREE of of HAPPY,Liver cancer,Neoplasms,6.80E+17
2015-12-25T03:10:08.000Z,RT of Pancreatitis is one of the most serious adverse effects that can be caused by Valproic acid,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T03:15:03.000Z,Prevent diabetic cardiomyopathy in diabetic rats by combined therapy of aFGF loaded nanoparticles and ultrasound t,Cardiomyopathy,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T03:28:37.000Z,RT of Modifiable Risk Factors for Trial Fibrillation JACC,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T03:31:34.000Z,National Cancer Institute Finally Admits THC Causes 45 Remission in Bladder Areas,Liver cancer,Neoplasms,6.80E+17
2015-12-25T03:57:12.000Z,The family struck by cancer TWICE Other and daughter 9 are diagnosed with kidney ca Daily Nail,Kidney cancer,Neoplasms,6.80E+17
2015-12-25T06:14:07.000Z,By answer to That is the meaning of a partially distended gall bladder and urinary bladder,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T06:22:57.000Z,SCF312 won t turn on at all Started to turn off mid pump overnight Life had gall bladder surgery after birth so needs it,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T07:53:30.000Z,RT of LIVER CANCER 2016 FROM IMMUNOTHERAPY of GENE THERAPY AND BEYOND,Liver cancer,Neoplasms,6.80E+17
2015-12-25T07:59:27.000Z,There s no right way to go To what if I m a sinner I ve got black spots on my liver amp cancer growing on both of my lungs,Liver cancer,Neoplasms,6.80E+17
2015-12-25T08:00:41.000Z,I added a video to a playlist septic ulcer and choice of operation,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T08:01:54.000Z,septic ulcer and choice of operation via,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T08:04:56.000Z,Sad eating dirt could be a side effect of PANCREATITIS ply do woodwork to be sure FreeT24,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T08:04:58.000Z,digesting dirt and weight loss could be signs of PANCREATITIS Check Sad ply FreeT24,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T08:58:58.000Z,A Successful River Cancer Plan To Right The Disease,Liver cancer,Neoplasms,6.80E+17
2015-12-25T09:33:30.000Z,Expert consensus document Defining the major health modified causing trial fibrillation a roadway to undermine,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T10:47:32.000Z,Why do I always get pancreatitis attacks on my favorite holiday s I want family time amp food not alone time amp pills to numb the pain,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T10:59:32.000Z,Before you hit the holiday cocktail make sure to protect your heart hearthealth loveyourheartdfw,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T11:02:09.000Z,Preventive pancreatic tents in the management of acute ciliary pancreatitis PREPAST trial pre study protocol,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T11:11:31.000Z,Sole of methionine containing antioxidant combination in the management of pain in chronic pancreatitis a system,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T12:08:23.000Z,The Use of Spinal Manipulative Therapy in the Management of Chronic Destructive Pulmonary Disease A Systematic,COPD,Chronic respiratory diseases,6.80E+17
2015-12-25T12:12:06.000Z,Loose Badazz Reveals That He Was Kidney Cancer PHOTO BoosieBadazz Choice,Kidney cancer,Neoplasms,6.80E+17
2015-12-25T12:29:32.000Z,RT of News Norton radiotherapy for primary liver cancer hpbcsm,Liver cancer,Neoplasms,6.80E+17
2015-12-25T12:38:05.000Z,Paternal and fatal outcome in women with rheumatic heart disease a 3 year observation study of,Rheumatic heart,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T13:00:42.000Z,In auscultation trial fibrillation sounds chronic like shoes in washing machine veterinary vetFOAMed vetstudent,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T15:08:28.000Z,ARRS GoldMiner features images Idiopathic dilated cardiomyopathy,Cardiomyopathy,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T15:09:33.000Z,Pence walked around the wagon for the first time since tearing ACL amp being diagnosed with dilated cardiomyopathy happyday airedale,Cardiomyopathy,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T15:11:30.000Z,Great article Endovascular vs medical management of acute ischaemic stroke ReadByQxMD,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17
2015-12-25T16:11:24.000Z,Great article Recent Advances in Autoimmune Pancreatitis ReadByQxMD,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T18:02:23.000Z,Septic ulcer disease NSAID induced ulcer,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T18:12:34.000Z,RT of Quick review of Septic ulcer disease Knowledge is power,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T18:46:43.000Z,RT of 26 000 people in sub Saharan Africa die every year of liver cancer associated with chronic exposure to aflatoxins,Liver cancer,Neoplasms,6.80E+17
2015-12-25T18:51:32.000Z,That about AFP Now will my doctor know if I have liver cancer,Liver cancer,Neoplasms,6.80E+17
2015-12-25T18:52:38.000Z,digesting dirt and weight loss could be signs of PANCREATITIS Check Sad ply FreeT24,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T19:20:17.000Z,RT of Septic ulcer disease NSAID induced ulcer,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T19:23:46.000Z,You hoping to get pancreatitis for Christmas,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T19:29:36.000Z,RT of Quick review of Septic ulcer disease Knowledge is power,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T19:30:31.000Z,RT of Very interesting abstract Laparosc Cholecystectomy and Recurrent Idiopathic Acute Pancreatitis A Prospective RCT http,Pancreatitis,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T19:49:23.000Z,Now upon mess pneumoconiosis snuff ISVHo,Pneumoconiosis,Chronic respiratory diseases,6.80E+17
2015-12-25T19:58:36.000Z,RT of Septic ulcer disease NSAID induced ulcer,Peptic ulcer,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T20:33:30.000Z,Of Watson WORMWOOD 425 my All Bladder River Disease Parasites Forms 270 Caps,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T20:44:21.000Z,RT of HepatitisC is a leading cause of liver cancer but it doesn t have to be Learn your risk today he,Liver cancer,Neoplasms,6.80E+17
2015-12-25T20:47:43.000Z,RT of amp Atlanta of investigator launch kidney cancer study kidneycancer,Kidney cancer,Neoplasms,6.80E+17
2015-12-25T20:56:25.000Z,RT of Him is liking cross country to support pancreatic cancer research and honor his Uncle Will,Pancreatic cancer,Neoplasms,6.80E+17
2015-12-25T21:09:14.000Z,Fasteners is so predictable watch Phil have a crash and get diagnosed with some liver cancer or something,Liver cancer,Neoplasms,6.80E+17
2015-12-25T21:10:50.000Z,RT of HepatitisC is a leading cause of liver cancer but it doesn t have to be Learn your risk today he,Liver cancer,Neoplasms,6.80E+17
2015-12-25T21:19:27.000Z,They are the appendix or gall bladder of British society,Gall bladder,Digestive diseases (except cirrhosis),6.80E+17
2015-12-25T21:21:34.000Z,RT of River Cancer Treatment,Liver cancer,Neoplasms,6.80E+17
2015-12-25T21:27:53.000Z,RT of River Cancer Treatment,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:37:16.000Z,RT of Trial fibrillation is associated with an increased risk of dementia independent of clinical stroke,Atrial fibrillation,Cardiovascular and circulatory diseases,6.81E+17
2015-12-25T21:38:52.000Z,River cancer was overdue for Phil,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:44:39.000Z,RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:44:47.000Z,RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:45:40.000Z,RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:46:16.000Z,RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:46:19.000Z,RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:48:16.000Z,RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,6.81E+17
2015-12-25T21:50:26.000Z,she said this so many times before and one time it turned out to be a fucking septic ulcer in so bored with my sum undermining my pain,Peptic ulcer,Digestive diseases (except cirrhosis),6.81E+17
2015-12-25T22:06:24.000Z,RT of Septic ulcer disease may result in hypertrophy of Runner s glands FAS1 2015 p360,Peptic ulcer,Digestive diseases (except cirrhosis),6.81E+17
2015-12-25T22:17:28.000Z,RT of iq64 Give 7 DDX Of Amylase Chronic pancreatitis Perforated septic ulcer Turn DKA Renal failure Cystic fibrosis Topic,Peptic ulcer,Digestive diseases (except cirrhosis),6.81E+17
2015-12-25T22:18:45.000Z,RT of Polygenic risk of ischaemic stroke is associated with cognitive ability stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-25T22:36:59.000Z,A shocking new study found that eating processes meats increases chances of pancreatic cancer by 67,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-25T22:42:49.000Z,Bitter melon juice intently suppressed pancreatic cancer growth with no side effects,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-25T22:50:02.000Z,Reference for Small Real The symptoms for liver cancer,Liver cancer,Neoplasms,6.81E+17
2015-12-25T23:11:05.000Z,Somebody has pancreatitis with me You can tell by the hair To test to confirm You can trust me Not medical kiss,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-25T23:41:00.000Z,RT of River Cancer Treatment,Liver cancer,Neoplasms,6.81E+17
2015-12-25T23:45:05.000Z,Consuming Silk and Hairy Linked to the Development of Atkinson s Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-25T23:50:01.000Z,Medtronic announces clinical trial to evaluate cryoballoon relation as first line treatment for trial fibrillation,Atrial fibrillation,Cardiovascular and circulatory diseases,6.81E+17
2015-12-25T23:51:10.000Z,RT of Septic ulcer disease may result in hypertrophy of Runner s glands FAS1 2015 p360,Peptic ulcer,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T00:00:02.000Z,Therapeutic implication of innate immune system in acute pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T00:00:27.000Z,To you get all of your questions answered by your family doctor or cardiologist rib heart,Atrial fibrillation,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T00:10:57.000Z,I got so sick last week I don t know whether it was my gall bladder or my husband poisoned me my aunt,Gall bladder,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T00:26:47.000Z,GRACEmas if your heart is swelling u have myocarditis and should polly see a cardiac specialist have a happy amp healthy holiday,myocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T00:27:27.000Z,Polygenic risk of ischaemic stroke is associated with cognitive ability,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T00:30:46.000Z,Rheumatic Never and Rheumatic Heart Disease Report of a WHO Expert rheumaticheart disease,Rheumatic heart,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T00:30:50.000Z,Pancreatic Cancer Survivor Patients at Basis of Hope Hospital Cancer FightCancer OOH,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T00:35:03.000Z,Learn more about Pancreatitis and what foods you should avoid with your dog over the holidays,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T00:54:48.000Z,me please my parents couldn t afford a lot with all my days medical bills he s got cardiomyopathy I really want a backpack,Cardiomyopathy,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T01:22:09.000Z,RT of Indian J Surg Let Well Transplantation for Patients with Chronic Pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T01:26:30.000Z,my dad can t work since he s got cardiomyopathy which is a heart condition so we can t afford a lot I really want a backpack,Cardiomyopathy,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T02:11:32.000Z,RT of Did you know connais can be used to treat Parkinsons Disease Learn more,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T02:13:10.000Z,RT of Polygenic risk of ischaemic stroke is associated with cognitive ability,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T02:21:02.000Z,RT of River Cancer Treatment,Liver cancer,Neoplasms,6.81E+17
2015-12-26T02:24:16.000Z,I just read a case study in a THC induced pancreatitis Pancreatitis is serious can be life threatening,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T02:40:28.000Z,By dad has Atkinson s disease Taking a trip with him one weekend taught me a lot,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T02:44:41.000Z,RT of River Cancer Treatment,Liver cancer,Neoplasms,6.81E+17
2015-12-26T03:14:14.000Z,Okay I only have a few minutes gall bladder and rest infection just wanted you 2 know I checked the link And,Gall bladder,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T03:45:05.000Z,Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T03:45:57.000Z,RT of Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis http,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T03:50:45.000Z,RT of Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis http,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T03:55:00.000Z,RT of May pancreatic cancer si David PSYAwakening,Pancreatic cancer,Neoplasms,6.81E+17
2015-12-26T03:56:01.000Z,RT of Atkinson s Treatment 10 Secrets to a Happier Life Parkinsons Parkinsons Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T04:11:32.000Z,RT of Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis http,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:13:10.000Z,When I searched found Chronic destructive pulmonary disease COPD progressive lung disease that makes it difficult to breathe,COPD,Chronic respiratory diseases,6.81E+17
2015-12-26T04:15:18.000Z,RT of Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis http,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:22:56.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:25:24.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:32:51.000Z,RT of Its with assault toy injuries and pancreatitis have started rolling in I expect CHF missed analysis by midnight,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T04:34:51.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:37:39.000Z,RT of Its with assault toy injuries and pancreatitis have started rolling in I expect CHF missed analysis by midnight,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T04:37:54.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:38:00.000Z,RT of Heart surgeon finds empty as crucial as a scale in saving a drug adduct w endocarditis http,Endocarditis,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:41:15.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:45:05.000Z,Consuming Silk and Hairy Linked to the Development of Atkinson s Disease,Parkinsons disease,Neurological disorders,6.81E+17
2015-12-26T04:52:50.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:52:50.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T04:52:53.000Z,Effect of X May Attenuation of Arterial Instructions on Intravenous Thrombolysis and Outcome after Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17
2015-12-26T05:11:59.000Z,Jaundice and or clay colored stool may raise suspicion of choledocholithiasis or even gladstone pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T05:30:30.000Z,Chronic destructive pulmonary disease is a life threatening lung disease that interferes with normal breathing more than a smoker s cough,COPD,Chronic respiratory diseases,6.81E+17
2015-12-26T05:30:48.000Z,Incretin based drugs and risk of acute pancreatitis A rested case control study within a healthcare database,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
2015-12-26T05:32:26.000Z,J Gastroenterol Comparison study of immunohistochemical staining for the diagnosis of type 1 autoimmune pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17
