Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
1217,Alien,1979,"In deep space, the crew of the commercial starship Nostromo is awakened from their cryo-sleep capsules halfway through their journey home to investigate a distress call from an alien vessel. The terror begins when the crew encounters a nest of eggs inside the alien ship. An organism from inside an egg leaps out and attaches itself to one of the crew, causing him to fall into a coma.",98,94.0,"A modern classic, Alien blends science fiction, horror and bleak poetry into a seamless whole.",125,"250,000+",Science Fiction & Fantasy,R,"sci fi, horror",English,Ridley Scott,"David Giler, Gordon Carroll",,"May 25, 1979 wide",42333.0,$81.1M,1h 57m,"Twentieth Century Fox, Brandywine Productions","Surround, Magnetic Stereo 6 Track, Dolby Stereo","Scope (2.35:1), 70mm",Alien,"Tom Skerritt, Sigourney Weaver, John Hurt, Veronica Cartwright, Harry Dean Stanton, Ian Holm, Yaphet Kotto, Helen Horton, Ridley Scott, Dan O'Bannon, Ronald Shusett, David Giler, Gordon Carroll, Ivor Powell, Ronald Shusett, Jerry Goldsmith, Derek Vanlint, Terry Rawlings",http://www.rottentomatoes.com/m/alien,1,2,1,2,117,81.1
1218,Gravity,2013,"Dr. Ryan Stone (Sandra Bullock) is a medical engineer on her first shuttle mission. Her commander is veteran astronaut Matt Kowalsky (George Clooney), helming his last flight before retirement. Then, during a routine space walk by the pair, disaster strikes: The shuttle is destroyed, leaving Ryan and Matt stranded in deep space with no link to Earth and no hope of rescue. As fear turns to panic, they realize that the only way home may be to venture further into space.",95,80.0,"Alfonso CuarÃ³n's Gravity is an eerie, tense sci-fi thriller that's masterfully directed and visually stunning.",355,"250,000+",Science Fiction & Fantasy,PG-13,"mystery and thriller, drama, sci fi",English,Alfonso CuarÃ³n,"Alfonso CuarÃ³n, David Heyman","Alfonso CuarÃ³n, JonÃ¡s CuarÃ³n","Oct 4, 2013 wide",42352.0,$274.1M,1h 31m,"Esperanto Filmoj, Heyday Films","SDDS, Datasat, Dolby Atmos",,,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren, Basher Savage, Alfonso CuarÃ³n, Alfonso CuarÃ³n, Alfonso CuarÃ³n, David Heyman, David Heyman, Chris DeFaria, Nikki Penny, Emmanuel Lubezki",http://www.rottentomatoes.com/m/gravity_2013,1,2,2,2,91,274.1
1219,War for the Planet of the Apes,2017,"Caesar (Andy Serkis) and his apes are forced into a deadly conflict with an army of humans led by a ruthless colonel (Woody Harrelson). After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the colonel are pitted against each other in an epic battle that will determine the fate of both of their species and the future of the planet.",94,84.0,"War for the Planet of the Apes combines breathtaking special effects and a powerful, poignant narrative to conclude this rebooted trilogy on a powerful -- and truly blockbuster -- note.",355,"50,000+",Science Fiction & Fantasy,PG-13,"sci fi, adventure, action",English,Matt Reeves,"Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver","Matt Reeves, Mark Bomback","Jul 14, 2017 wide",43556.0,$146.8M,2h 22m,"20th Century Fox, Bluegrass Films, Chernin Entertainment",Dolby Atmos,Scope (2.35:1),Planet of the Apes,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval, Terry Notary, Amiah Miller, Judy Greer, Max Lloyd-Jones, Devyn Dalton, Toby Kebbell, Matt Reeves, Matt Reeves, Mark Bomback, Peter Chernin, Dylan Clark, Rick Jaffa, Amanda Silver, Mark Bomback, Mary McLaglen, Michael Seresin",http://www.rottentomatoes.com/m/war_for_the_planet_of_the_apes,1,4,2,3,142,146.8
1220,The Invisible Man,2020,"After staging his own suicide, a crazed scientist uses his power to become invisible to stalk and terrorize his ex-girlfriend. When the police refuse to believe her story, she decides to take matters into her own hands and fight back.",91,88.0,"Smart, well-acted, and above all scary, The Invisible Man proves that sometimes, the classic source material for a fresh reboot can be hiding in plain sight.",406,"10,000+ Verified",Science Fiction & Fantasy,R,"mystery and thriller, horror",English,Leigh Whannell,"Jason Blum, Kylie du Fresne",Leigh Whannell,"Feb 28, 2020 wide",43910.0,$64.3M,2h 4m,"Dark Universe, Universal Pictures, Blumhouse Productions, Goalpost Pictures",Dolby Atmos,Scope (2.35:1),,"Elisabeth Moss, Oliver Jackson-Cohen, Aldis Hodge, Storm Reid, Harriet Dyer, Michael Dorman, Benedict Hardie, Amali Golden, Anthony Brandon Wong, Leigh Whannell, Leigh Whannell, Jason Blum, Kylie du Fresne, Leigh Whannell, Beatriz Sequeira, Rosemary Blight, Ben Grant, Jeanette Volturno, Stefan Duscio",http://www.rottentomatoes.com/m/the_invisible_man_2020,1,2,1,4,124,64.3
1221,Spider-Man: Homecoming,2017,"Thrilled by his experience with the Avengers, young Peter Parker returns home to live with his Aunt May. Under the watchful eye of mentor Tony Stark, Parker starts to embrace his newfound identity as Spider-Man. He also tries to return to his normal daily routine -- distracted by thoughts of proving himself to be more than just a friendly neighborhood superhero. Peter must soon put his powers to the test when the evil Vulture emerges to threaten everything that he holds dear.",92,87.0,"Spider-Man: Homecoming does whatever a second reboot can, delivering a colorful, fun adventure that fits snugly in the sprawling MCU without getting bogged down in franchise-building.",391,"100,000+",Science Fiction & Fantasy,PG-13,"adventure, fantasy, action, comedy",English,Jon Watts,"Kevin Feige, Amy Pascal","Jonathan Goldstein, John Francis Daley, Jon Watts, Christopher Ford, Chris McKenna, Erik Sommers","Jul 7, 2017 wide",42926.0,$334.4M,2h 13m,"Columbia Pictures, Marvel Studios","DTS, SDDS, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Jon Watts, Jonathan Goldstein, John Francis Daley, Jon Watts, Christopher Ford, Chris McKenna, Erik Sommers, Kevin Feige, Amy Pascal, Louis D'Esposito",http://www.rottentomatoes.com/m/spider_man_homecoming,1,2,6,2,133,334.4
1223,Shazam!,2019,"We all have a superhero inside of us -- it just takes a bit of magic to bring it out. In 14-year-old Billy Batson's case, all he needs to do is shout out one word to transform into the adult superhero Shazam. Still a kid at heart, Shazam revels in the new version of himself by doing what any other teen would do -- have fun while testing out his newfound powers. But he'll need to master them quickly before the evil Dr. Thaddeus Sivana can get his hands on Shazam's magical abilities.",90,82.0,"An effortlessly entertaining blend of humor and heart, Shazam! is a superhero movie that never forgets the genre's real power: joyous wish fulfillment.",409,"10,000+",Science Fiction & Fantasy,PG-13,"comedy, adventure, action, fantasy",English,David F. Sandberg,Peter Safran,Henry Gayden,"Apr 5, 2019 wide",43648.0,$140.4M,2h 12m,"Mad Ghost Productions, DC Entertainment, Seven Bucks Productions, Safran Company",Dolby Atmos,Scope (2.35:1),DC Extended Universe,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Djimon Hounsou, Grace Fulton, Ian Chen, Jovan Armand, Faithe Herman, Cooper Andrews, David F. Sandberg, Henry Gayden, Peter Safran, Jeffrey Chernov, Christopher Godsick, Walter Hamada, Geoff Johns, Adam Schlagman, Richard Brener, Dave Neustadter",http://www.rottentomatoes.com/m/shazam,1,1,1,4,132,140.4
1224,The Dark Knight,2008,"With the help of allies Lt. Jim Gordon (Gary Oldman) and DA Harvey Dent (Aaron Eckhart), Batman (Christian Bale) has been able to keep a tight lid on crime in Gotham City. But when a vile young criminal calling himself the Joker (Heath Ledger) suddenly throws the town into chaos, the caped Crusader begins to tread a fine line between heroism and vigilantism.",94,94.0,"Dark, complex, and unforgettable, The Dark Knight succeeds not just as an entertaining comic book film, but as a richly thrilling crime saga.",344,"250,000+",Science Fiction & Fantasy,PG-13,"fantasy, action, adventure",English,Christopher Nolan,"Emma Thomas, Charles Roven, Christopher Nolan","Jonathan Nolan, Christopher Nolan","Jul 18, 2008 wide",40343.0,$2.0M,2h 32m,Syncopy,"DTS, Dolby Digital, SDDS",Scope (2.35:1),Batman,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Ron Dean, Cillian Murphy, Christopher Nolan, Jonathan Nolan, Christopher Nolan, Emma Thomas, Charles Roven, Christopher Nolan, Kevin De La Noy, Benjamin Melniker, Michael E. Uslan, Thomas Tull",http://www.rottentomatoes.com/m/the_dark_knight,1,3,2,1,152,2.0
1226,Pinocchio,1940,"When the woodworker Geppetto (Christian Rub) sees a falling star, he wishes that the puppet he just finished, Pinocchio (Dickie Jones), could become a real boy. In the night, the Blue Fairy (Evelyn Venable) grants Geppetto's wish and asks Jiminy Cricket (Cliff Edwards) to serve as the wooden boy's conscience. But the naive and trusting Pinocchio falls into the clutches of the wicked Honest John (Walter Catlett), who leads him astray to the sinful Pleasure Island.",100,73.0,"Ambitious, adventurous, and sometimes frightening, Pinocchio arguably represents the pinnacle of Disney's collected works -- it's beautifully crafted and emotionally resonant.",56,"250,000+",Science Fiction & Fantasy,G,"kids and family, animation, fantasy",English,"Ben Sharpsteen, Hamilton Luske",Walt Disney,,"Feb 9, 1940 wide",42745.0,$18.7M,1h 27m,Walt Disney Productions,"Surround, Stereo, Mono",,,"Don Brodie, Walter Catlett, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, Christian Rub, Evelyn Venable, Ben Sharpsteen, Hamilton Luske, Walt Disney",http://www.rottentomatoes.com/m/pinocchio_1940,2,1,1,1,87,18.7
1228,Blade Runner 2049,2017,"Officer K (Ryan Gosling), a new blade runner for the Los Angeles Police Department, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. His discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former blade runner who's been missing for 30 years.",88,81.0,"Visually stunning and narratively satisfying, Blade Runner 2049 deepens and expands its predecessor's story while standing as an impressive filmmaking achievement in its own right.",439,"50,000+",Science Fiction & Fantasy,R,"mystery and thriller, sci fi",English,Denis Villeneuve,"Andrew A. Kosove, Broderick Johnson, Bud Yorkin, Cynthia Sikes Yorkin","Hampton Fancher, Michael Green","Oct 6, 2017 wide",43095.0,$91.5M,2h 44m,"Torridon Films, Alcon Entertainment, Bud Yorkin Productions, Scott Free Productions, 16:14 Entertainment",Dolby Atmos,Scope (2.35:1),Blade Runner,"Ryan Gosling, Harrison Ford, Ana de Armas, Sylvia Hoeks, Robin Wright, Jared Leto, Mackenzie Davis, Carla Juri, Lennie James, Dave Bautista, Denis Villeneuve, Hampton Fancher, Michael Green, Andrew A. Kosove, Broderick Johnson, Bud Yorkin, Cynthia Sikes Yorkin, Ridley Scott, Bill Carraro, Tim Gamble",http://www.rottentomatoes.com/m/blade_runner_2049,1,4,2,5,164,91.5
1229,Captain America: Civil War,2016,"Political pressure mounts to install a system of accountability when the actions of the Avengers lead to collateral damage. The new status quo deeply divides members of the team. Captain America (Chris Evans) believes superheroes should remain free to defend humanity without government interference. Iron Man (Robert Downey Jr.) sharply disagrees and supports oversight. As the debate escalates into an all-out feud, Black Widow (Scarlett Johansson) and Hawkeye (Jeremy Renner) must pick a side.",90,89.0,Captain America: Civil War begins the next wave of Marvel movies with an action-packed superhero blockbuster boasting a decidedly non-cartoonish plot and the courage to explore thought-provoking themes.,419,"100,000+",Science Fiction & Fantasy,PG-13,"adventure, fantasy, action",English,"Anthony Russo, Joe Russo",Kevin Feige,"Christopher Markus, Stephen McFeely","May 6, 2016 wide",42615.0,$408.1M,2h 26m,Marvel Studios,"Dolby Atmos, Dolby Digital",,Marvel Cinematic Universe,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle, Jeremy Renner, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Anthony Russo, Joe Russo, Christopher Markus, Stephen McFeely, Kevin Feige, Louis D'Esposito, Victoria Alonso, Patricia Whitcher, Nate Moore, Stan Lee",http://www.rottentomatoes.com/m/captain_america_civil_war,2,1,2,1,146,408.1
1230,Harry Potter and the Deathly Hallows: Part 2,2011,"A clash between good and evil awaits as young Harry (Daniel Radcliffe), Ron (Rupert Grint) and Hermione (Emma Watson) prepare for a final battle against Lord Voldemort (Ralph Fiennes). Harry has grown into a steely lad on a mission to rid the world of evil. The friends must search for the Horcruxes that keep the dastardly wizard immortal. Harry and Voldemort meet at Hogwarts Castle for an epic showdown where the forces of darkness may finally meet their match.",96,89.0,"Thrilling, powerfully acted, and visually dazzling, Deathly Hallows Part II brings the Harry Potter franchise to a satisfying -- and suitably magical -- conclusion.",331,"250,000+",Science Fiction & Fantasy,PG-13,"fantasy, adventure",English,David Yates,"David Heyman, David Barron, J.K. Rowling",Steve Kloves,"Jul 15, 2011 wide",41844.0,$381.0M,2h 11m,"Warner Bros., Moving Picture Company, Heyday Films","SDDS, Dolby Digital",,Harry Potter,"Daniel Radcliffe, Rupert Grint, Emma Watson, Ralph Fiennes, Alan Rickman, Robbie Coltrane, Helena Bonham Carter, Jim Broadbent, Gary Oldman, Maggie Smith, Steve Kloves, David Heyman, David Barron, J.K. Rowling, Lionel Wigram, Eduardo Serra, Alexandre Desplat",http://www.rottentomatoes.com/m/harry_potter_and_the_deathly_hallows_part_2_2011,1,3,1,3,131,381.0
1232,The Lighthouse,2019,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,90,72.0,"A gripping story brilliantly filmed and led by a pair of powerhouse performances, The Lighthouse further establishes Robert Eggers as a filmmaker of exceptional talent.",381,"1,000+ Verified",Science Fiction & Fantasy,R,"mystery and thriller, drama",English,Robert Eggers,"Youree Henley, LourenÃ§o Sant' Anna, Rodrigo Teixeira, Jay Van Hoy","Robert Eggers, Max Eggers","Oct 25, 2019 wide",43756.0,$10.9M,1h 50m,"Harbor Picture Company, A24, Topsail Entertainment, RT Features",,,,"Robert Pattinson, Willem Dafoe, Valeriia Karaman, Shaun R. Clarke, Kyla Nicolle, Jeff Cruts, Robert Eggers, Robert Eggers, Youree Henley, Rodrigo Teixeira, Jay Van Hoy, Arnon Milchan, Michael Schaefer",http://www.rottentomatoes.com/m/the_lighthouse_2019,1,4,2,4,110,10.9
1233,It's a Wonderful Life,1946,"After George Bailey (James Stewart) wishes he had never been born, an angel (Henry Travers) is sent to earth to make George's wish come true. George starts to realize how many lives he has changed and impacted, and how they would be different if he was never there.",94,95.0,"The holiday classic to define all holiday classics, It's a Wonderful Life is one of a handful of films worth an annual viewing.",87,"100,000+",Science Fiction & Fantasy,PG,"comedy, drama, other",English,Frank Capra,Frank Capra,"Frances Goodrich, Albert Hackett, Frank Capra, Jo Swerling","Jan 7, 1946 wide",42704.0,$3.3M,2h 9m,"RKO Radio Pictures Inc., Liberty Films",,Flat (1.37:1),,"James Stewart, Donna Reed, Lionel Barrymore, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Capra, Philip Van Doren Stern, Frances Goodrich, Albert Hackett, Frank Capra, Jo Swerling, Frank Capra, Dimitri Tiomkin, Joseph F. Biroc, Joseph Walker",http://www.rottentomatoes.com/m/its_a_wonderful_life,1,1,4,2,129,3.3
1234,Sorry to Bother You,2018,"In an alternate reality of present-day Oakland, Calif., telemarketer Cassius Green finds himself in a macabre universe after he discovers a magical key that leads to material glory. As Green's career begins to take off, his friends and co-workers organize a protest against corporate oppression. Cassius soon falls under the spell of Steve Lift, a cocaine-snorting CEO who offers him a salary beyond his wildest dreams.",93,70.0,"Fearlessly ambitious, scathingly funny, and thoroughly original, Sorry to Bother You loudly heralds the arrival of a fresh filmmaking talent in writer-director Boots Riley.",307,"5,000+",Science Fiction & Fantasy,R,"comedy, sci fi, fantasy",English,Boots Riley,"Nina Yang Bongiovi, Forest Whitaker, Charles D. King, George Rush, Jonathan Duffy, Kelly Williams",Boots Riley,"Jul 13, 2018 wide",43382.0,$17.5M,1h 45m,Significant Prods.,,Scope (2.35:1),,"Lakeith Stanfield, Tessa Thompson, Jermaine Fowler, Omari Hardwick, Terry Crews, Kate Berlant, Michael X. Sommers, Danny Glover, Steven Yeun, Armie Hammer, Boots Riley, Boots Riley, Nina Yang Bongiovi, Forest Whitaker, Charles D. King, George Rush, Jonathan Duffy, Michael Y. Chow",http://www.rottentomatoes.com/m/sorry_to_bother_you_2018,1,6,1,1,105,17.5
1235,Star Trek,2009,"Aboard the USS Enterprise, the most-sophisticated starship ever built, a novice crew embarks on its maiden voyage. Their path takes them on a collision course with Nero (Eric Bana), a Romulan commander whose mission of vengeance threatens all mankind. If humanity would survive, a rebellious young officer named James T. Kirk (Chris Pine) and a coolly logical Vulcan named Spock (Zachary Quinto) must move beyond their rivalry and find a way to defeat Nero before it is too late.",94,91.0,"Star Trek reignites a classic franchise with action, humor, a strong story, and brilliant visuals, and will please traditional Trekkies and new fans alike.",354,"250,000+",Science Fiction & Fantasy,PG-13,"adventure, action, sci fi, fantasy",English,J.J. Abrams,"J.J. Abrams, Damon Lindelof","Roberto Orci, Alex Kurtzman","May 7, 2009 wide",41487.0,$257.7M,2h 6m,Bad Robot,,,Star Trek,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana, Bruce Greenwood, Karl Urban, Zoe Saldana, Simon Pegg, John Cho, Anton Yelchin, J.J. Abrams, Roberto Orci, Alex Kurtzman, J.J. Abrams, Damon Lindelof, Bryan Burk, Jeffrey Chernov, Roberto Orci, Alex Kurtzman, Michael Giacchino",http://www.rottentomatoes.com/m/star_trek_11,1,2,2,1,126,257.7
1236,The Martian,2015,"When astronauts blast off from the planet Mars, they leave behind Mark Watney (Matt Damon), presumed dead after a fierce storm. With only a meager amount of supplies, the stranded visitor must utilize his wits and spirit to find a way to survive on the hostile planet. Meanwhile, back on Earth, members of NASA and a team of international scientists work tirelessly to bring him home, while his crew mates hatch their own plan for a daring rescue mission.",91,91.0,"Smart, thrilling, and surprisingly funny, The Martian offers a faithful adaptation of the bestselling book that brings out the best in leading man Matt Damon and director Ridley Scott.",380,"100,000+",Science Fiction & Fantasy,PG-13,"drama, sci fi, adventure",English,Ridley Scott,"Simon Kinberg, Ridley Scott, Michael Schaefer, Aditya Sood, Mark Huffam",Drew Goddard,"Oct 2, 2015 wide",42360.0,$228.4M,2h 22m,"20th Century Fox, Scott Free Productions",Dolby Atmos,Scope (2.35:1),,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael PeÃ±a, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Donald Glover, Ridley Scott, Drew Goddard, Simon Kinberg, Ridley Scott, Michael Schaefer, Aditya Sood, Mark Huffam, Drew Goddard, Dariusz Wolski, Pietro Scalia",http://www.rottentomatoes.com/m/the_martian,1,5,1,2,142,228.4
1237,Avengers: Infinity War,2018,"Iron Man, Thor, the Hulk and the rest of the Avengers unite to battle their most powerful enemy yet -- the evil Thanos. On a mission to collect all six Infinity Stones, Thanos plans to use the artifacts to inflict his twisted will on reality. The fate of the planet and existence itself has never been more uncertain as everything the Avengers have fought for has led up to this moment.",85,91.0,"Avengers: Infinity War ably juggles a dizzying array of MCU heroes in the fight against their gravest threat yet, and the result is a thrilling, emotionally resonant blockbuster that (mostly) realizes its gargantuan ambitions.",478,"50,000+",Science Fiction & Fantasy,PG-13,"adventure, fantasy, action, sci fi",English,"Anthony Russo, Joe Russo",Kevin Feige,"Christopher Markus, Stephen McFeely","Apr 27, 2018 wide",43312.0,$678.8M,2h 29m,Marvel Studios,"DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Robert Downey Jr., Chris Hemsworth, Josh Brolin, Chadwick Boseman, Mark Ruffalo, Zoe Saldana, Chris Evans, Chris Pratt, Benedict Cumberbatch, Dave Bautista, Anthony Russo, Joe Russo, Christopher Markus, Stephen McFeely, Kevin Feige, Louis D'Esposito, Victoria Alonso, Michael Grillo, Trinh Tran, Jon Favreau",http://www.rottentomatoes.com/m/avengers_infinity_war,2,1,2,1,149,678.8
1238,Ant-Man and The Wasp,2018,"Scott Lang is grappling with the consequences of his choices as both a superhero and a father. Approached by Hope van Dyne and Dr. Hank Pym, Lang must once again don the Ant-Man suit and fight alongside the Wasp. The urgent mission soon leads to secret revelations from the past as the dynamic duo finds itself in an epic battle against a powerful new enemy.",87,75.0,"A lighter, brighter superhero movie powered by the effortless charisma of Paul Rudd and Evangeline Lilly, Ant-Man and The Wasp offers a much-needed MCU palate cleanser.",433,"25,000+",Science Fiction & Fantasy,PG-13,"comedy, adventure, action, fantasy",English,Peyton Reed,"Kevin Feige, Stephen Broussard","Chris McKenna, Erik Sommers, Paul Rudd, Andrew Barrer, Gabriel Ferrari","Jul 6, 2018 wide",43375.0,$216.6M,1h 58m,Marvel Studios,"DTS, Dolby Atmos",Scope (2.35:1),Marvel Cinematic Universe,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael PeÃ±a, Walton Goggins, Bobby Cannavale, Laurence Fishburne, Michelle Pfeiffer, Judy Greer, Tip ""T.I."" Harris, Peyton Reed, Chris McKenna, Erik Sommers, Paul Rudd, Andrew Barrer, Kevin Feige, Stephen Broussard, Victoria Alonso, Louis D'Esposito",http://www.rottentomatoes.com/m/ant_man_and_the_wasp,1,2,5,1,118,216.6
1239,Star Wars,1977,"The Imperial Forces -- under orders from cruel Darth Vader (David Prowse) -- hold Princess Leia (Carrie Fisher) hostage, in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker (Mark Hamill) and Han Solo (Harrison Ford), captain of the Millennium Falcon, work together with the companionable droid duo R2-D2 (Kenny Baker) and C-3PO (Anthony Daniels) to rescue the beautiful princess, help the Rebel Alliance, and restore freedom and justice to the Galaxy.",92,96.0,"A legendarily expansive and ambitious start to the sci-fi saga, George Lucas opened our eyes to the possibilities of blockbuster filmmaking and things have never been the same.",132,"250,000+",Science Fiction & Fantasy,PG,"action, sci fi, adventure, fantasy",English,George Lucas,Gary Kurtz,George Lucas,"May 25, 1977 wide",42653.0,345,2h 1m,Lucasfilm Ltd.,Surround,,Star Wars Saga,"Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness, Peter Cushing, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, James Earl Jones, George Lucas, George Lucas, Gary Kurtz, George Lucas, Gilbert Taylor, Richard Chew, Paul Hirsch, Marcia Lucas, Dianne Crittenden",http://www.rottentomatoes.com/m/star_wars,1,1,1,1,121,345.0
1241,Guardians of the Galaxy,2014,"Brash space adventurer Peter Quill (Chris Pratt) finds himself the quarry of relentless bounty hunters after he steals an orb coveted by Ronan, a powerful villain. To evade Ronan, Quill is forced into an uneasy truce with four disparate misfits: gun-toting Rocket Raccoon, treelike-humanoid Groot, enigmatic Gamora, and vengeance-driven Drax the Destroyer. But when he discovers the orb's true power and the cosmic threat it poses, Quill must rally his ragtag group to save the universe.",92,92.0,"Guardians of the Galaxy is just as irreverent as fans of the frequently zany Marvel comic would expect -- as well as funny, thrilling, full of heart, and packed with visual splendor.",330,"250,000+",Science Fiction & Fantasy,PG-13,"comedy, fantasy, sci fi, action, adventure",English,James Gunn,Kevin Feige,"James Gunn, Nicole Perlman","Aug 1, 2014 wide",42323.0,$333.7M,2h 1m,"Marvel Studios, Moving Picture Company, Marvel Enterprises","Dolby Atmos, Dolby Digital",,Marvel Cinematic Universe,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, Benicio Del Toro, James Gunn, James Gunn, Nicole Perlman, Kevin Feige, Louis D'Esposito, Victoria Alonso, Jeremy Latcham, Alan Fine, Stan Lee, Nikolas Korda",http://www.rottentomatoes.com/m/guardians_of_the_galaxy,1,1,2,3,121,333.7
1242,Kubo and the Two Strings,2016,"Young Kubo's (Art Parkinson) peaceful existence comes crashing down when he accidentally summons a vengeful spirit from the past. Now on the run, Kubo joins forces with Monkey (Charlize Theron) and Beetle (Matthew McConaughey) to unlock a secret legacy. Armed with a magical instrument, Kubo must battle the Moon King (Ralph Fiennes) and other gods and monsters to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known.",97,86.0,Kubo and the Two Strings matches its incredible animation with an absorbing -- and bravely melancholy -- story that has something to offer audiences of all ages.,221,"25,000+",Science Fiction & Fantasy,PG,"fantasy, animation, action, kids and family, adventure",English,Travis Knight,"Arianne Sutner, Travis Knight","Marc Haimes, Chris Butler","Aug 19, 2016 wide",42682.0,$48.0M,1h 42m,"Laika, Focus Features",Dolby Digital,Scope (2.35:1),,"Charlize Theron, Art Parkinson, Ralph Fiennes, George Takei, Cary-Hiroyuki Tagawa, Brenda Vaccaro, Rooney Mara, Matthew McConaughey, Travis Knight, Marc Haimes, Chris Butler, Arianne Sutner, Travis Knight, Frank Passingham, Christopher Murrie",http://www.rottentomatoes.com/m/kubo_and_the_two_strings_2016,1,2,2,2,102,48.0
1243,How to Train Your Dragon,2010,"Hiccup (Jay Baruchel) is a Norse teenager from the island of Berk, where fighting dragons is a way of life. His progressive views and weird sense of humor make him a misfit, despite the fact that his father (Gerard Butler) is chief of the clan. Tossed into dragon-fighting school, he endeavors to prove himself as a true Viking, but when he befriends an injured dragon he names Toothless, he has the chance to plot a new course for his people's future.",99,91.0,"Boasting dazzling animation, a script with surprising dramatic depth, and thrilling 3-D sequences, How to Train Your Dragon soars.",211,"250,000+",Science Fiction & Fantasy,PG,"comedy, fantasy, animation, kids and family, adventure",English,"Chris Sanders, Dean DeBlois",Bonnie Arnold,"Chris Sanders, Dean DeBlois","Mar 26, 2010 wide",42333.0,$217.4M,1h 38m,"DreamWorks Animation, Vertigo Entertainment",,,How to Train Your Dragon,"Jay Baruchel, Gerard Butler, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, Craig Ferguson, Kristen Wiig, T.J. Miller, Chris Sanders, Dean DeBlois, Chris Sanders, Dean DeBlois, Bonnie Arnold, Kristine Belson, Kathy Altieri, Darren Holmes",http://www.rottentomatoes.com/m/how_to_train_your_dragon,2,1,2,2,98,217.4
1244,Her,2013,"A sensitive and soulful man earns a living by writing personal letters for other people. Left heartbroken after his marriage ends, Theodore (Joaquin Phoenix) becomes fascinated with a new operating system which reportedly develops into an intuitive and unique entity in its own right. He starts the program and meets ""Samantha"" (Scarlett Johansson), whose bright voice reveals a sensitive, playful personality. Though ""friends"" initially, the relationship soon deepens into love.",94,82.0,"Sweet, soulful, and smart, Spike Jonze's Her uses its just-barely-sci-fi scenario to impart wryly funny wisdom about the state of modern human relationships.",283,"100,000+",Science Fiction & Fantasy,R,"comedy, drama, romance",English,Spike Jonze,"Megan Ellison, Spike Jonze, Vincent Landay",Spike Jonze,"Jan 10, 2014 wide",42275.0,$25.6M,1h 59m,Annapurna Pictures,,,,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara, Chris Pratt, Olivia Wilde, Matt Letscher, Kristen Wiig, Adam Spiegel, Portia Doubleday, Spike Jonze, Spike Jonze, Megan Ellison, Spike Jonze, Vincent Landay, Daniel Lupi, Natalie Farrey, Chelsea Barnard, Eric Zumbrunnen",http://www.rottentomatoes.com/m/her,1,3,1,1,119,25.6
