text,topic,group,isDup,sentimentValue,sentiment
PUBMED Abstract Seidemann K Tiemann M Schrappe M et al Short pulse B non Hodgkin lympho type chemotherapy is efficacious treatment,Non-Hodgkin lymphoma,Neoplasms,0.0,10.0,Positive
Pulse multiprogramming mode trial fibrillation Diffuziya between affirmation and negation Saw of Evolution,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
PURE STAGE 2 TERMINAL PANCREATIC CANCER,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Purified Cannabidiol the main non psychotropic component of Cannabis saliva alone counteract neuroma proptosis,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Pursuing Precision Medicine for Chronic KidneyDisease from s Log Head more on these new findings,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
PycnogenolMay Provide Help for Asthma Patients,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Pyonephrosis Genito urinary tuberculosis carbuncle of the kidneys what a time to be alive,Tuberculosis,HIV/AIDS and tuberculosis,0.0,10.0,Positive
QLD researches working on technology to revolutionize lung cancer detection WATCH News,lung cancer,Neoplasms,0.0,0.0,Neutral
Quote of the day There can be no rational middle in abortion debate,Abortion,Maternal disorders,0.0,0.0,Neutral
Radiotherapy Associated With Higher Mortality in Prostate Cancer,Prostate cancer,Neoplasms,0.0,-10.0,Negative
Raising awareness for PancReatic cancer at PuRpleStRide,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Raising awareness of Pancreatic cancer in this week s,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Randomized trials confirm the superiority of endovascular therapy for acute ischaemic stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Ranks boasted by message of support from Brazil legend Mele,Kidney cancer,Neoplasms,0.0,10.0,Positive
Rapid antibiotic resistance predictions from become sequence data for Staphylococcus aureus,Tuberculosis,HIV/AIDS and tuberculosis,0.0,10.0,Positive
READ Increasing vitamin D level is key in Multiple Sclerosis,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
READ Smoking can speed up progression of multiple sclerosis,multiple sclerosis,Neurological disorders,0.0,10.0,Positive
Real Your Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Real Your Kidney Disease Reverse your impaired kidney function avoid analysis and begin healing your kidneys,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Really interesting case report on successful treatment of VRE endocarditis with oritvancin Twice weekly,Endocarditis,Cardiovascular and circulatory diseases,0.0,20.0,Positive
Reasons for the high level of glucose in the blood in the second type of diabetes Cells of,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
Recent advances in mesoscopic scale imagine in animal models of ischaemic stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Recently I was diagnosed with cervical cancer at my six week postpartum check They told me I had to get a,Cervical cancer,Neoplasms,0.0,-10.0,Negative
Red Fool Patients suffering from Kidney Disease via GoGetFunding helpinghand,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
Reduces chance of ovarian and cervical cancer and depression Reduces acne Takes periods easier Prevents pregnancy,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Reducing fatty acid production may help treat arthritis leukaemia,Leukemia,Neoplasms,0.0,10.0,Positive
Reference for Small Real The symptoms for liver cancer,Liver cancer,Neoplasms,0.0,-10.0,Negative
Relationship Between Voice and Motor Disabilities of Atkinson s Disease,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Relationship of Bisphosphonate Therapy and Trial Fibrillation Flutter Outcome of Sleep Disorders in Older Men,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,10.0,Positive
RelaxInSoBe RichardEWillard of YrreMikaela potato partyallnight Topeka some Factor diabetes vestas 100,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
release new recommendations Paclitaxel Drug Luring Tents in Peripheral Arterial Disease Learn more,Peripheral Arterial disease,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Remember Troy German was refused entry into of because he wanted to execute abortion provides,Abortion,Maternal disorders,0.0,0.0,Neutral
REMS To Longer Necessary for Rosiglitazone Containing Diabetes Drugs FREE By Kristin J K health medicine,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Rep C May He Died to Greater Atkinson s Risk,Parkinsons disease,Neurological disorders,0.0,-20.0,Negative
Republican Attacks Backfire Is Support For Abortion Rights Its A 2 Dear High via,Abortion,Maternal disorders,0.0,10.0,Positive
Research and Markets Coronary Artery Disease CAD Ischaemic Heart Disease,Ischemic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Research and Markets World Cardiomyopathy Therapeutics Pipeline Review Of 2015 17,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Research has shown that humans would not suffer from cancer obesity heart disease diabetes alzheimer s or,Alzheimer,Neurological disorders,0.0,-20.0,Negative
Research His Fruit Hills Cancer Cells and Rights Diabetes,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Research Locks The Key Contributory To Atkinson s Disease,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Research suggests the active ingredient in pot can cause trial fibrillation if you already have rib WebMD,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Researches at are trailblazing a potential new pathway for the treatment of multiplesclerosis,multiple sclerosis,Neurological disorders,0.0,10.0,Positive
Researches effectively and safely overcome radiation resistance in leukaemia with an engineered precision medicine,Leukemia,Neoplasms,0.0,0.0,Neutral
Researches have found that magnesium intake may be beneficial in preventing pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Researches identify dietary fat that could offer more effective epilepsy treatment,Epilepsy,Neurological disorders,0.0,10.0,Positive
Researches isolate cells implicated with breast cancer derived brain tumours,Breast cancer,Neoplasms,0.0,0.0,Neutral
Researches uncover strong evidence implicating biofilm in infective endocarditis,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Resilient lint atmosphere a public relations officer as prove for operating asthma act,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
respiratory Management of Acute Exacerbations of Asthma and Chronic Destructive Pulmonary Disease in the Her,COPD,Chronic respiratory diseases,0.0,-20.0,Negative
Rest Silk Fields Clues to Natural Inhibitors of HIV Foundation for AIDS Research HIV AIDS Research via sharethis,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,30.0,Positive
Retroviral RNA may play a part in liver cancer followed by Arc Croix Wallonie,Liver cancer,Neoplasms,0.0,0.0,Neutral
Retweeted Abigail Mud New theory on multiple sclerosis could lead to revolutionary treatment,multiple sclerosis,Neurological disorders,0.0,10.0,Positive
Retweeted Epilepsy Action London epilepsy Join us for across in Trafalgar Q Run with,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Retweeted JAMANeurology Time to Reperfusion and Treatment Effect for Acute Ischaemic Stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Retweeted Marie A special Christmas wish to scot,Epilepsy,Neurological disorders,0.0,10.0,Positive
Retweeted Organic Give Goods 1 200 pp in of have Atkinson disease n foods n supplement,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Reverse Type Diabetes in days completely diabetes obesity health food Naturalcure,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
Revising an expensive quick tuberculosis test for developing areas,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
RHD Action Alliance partner attends the RHD Session of the WSCTS,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Rheumatic Heart Disease and Asthma Hayyy,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Rheumatic heart disease continues to cause too much death and disparity in contemporary Australia and beyond,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
Rheumatic Never and Rheumatic Heart Disease Report of a WHO Expert rheumaticheart disease,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Rhinovirus in the Pathogenesis and Clinical Course of Asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Richard Error Multiple Sclerosis Truth myelin,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
Right In That Pitch Iss Adams Apple amp I Hope You It Asthma To You An Choke amp Have A Dear Death Experience,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RIP Jimmy Will Had thing is that due to Alzheimer s he couldn t remember anything he did thirty disease,Alzheimer,Neurological disorders,0.0,0.0,Neutral
rip to my gall bladder,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act ObamacareWorks,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Risk factors in perforated septic ulcer Lancet Review 2015,Peptic ulcer,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Risk including cervical amp breast cancer high blood pressure liver tumours risk of blood clotting gall bladder disease etc,Gall bladder,Digestive diseases (except cirrhosis),0.0,-40.0,Negative
Risk of chronic pancreatitis increased by interaction between smoking alcohol and gene variant,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-20.0,Negative
Risk of exacerbations in chronic destructive pulmonary disease a primary care hvhebron cards Next complete,COPD,Chronic respiratory diseases,0.0,-20.0,Negative
Risk ratification for large artery or chronic coronary artery disease related ischaemic stroke in octogenarians,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
Rituximab and risk of second primary malignancies in patients with non Hodgkin lympho a systematic review and m,Non-Hodgkin lymphoma,Neoplasms,0.0,-10.0,Negative
River Cancer,Liver cancer,Neoplasms,0.0,0.0,Neutral
River Cancer is the th most common cancer but and leading cause of cancer related deaths worldwide but is largely presentable,Liver cancer,Neoplasms,0.0,-10.0,Negative
River cancer is this month s features topic hpbcsm,Liver cancer,Neoplasms,0.0,0.0,Neutral
River cancer was overdue for Phil,Liver cancer,Neoplasms,0.0,0.0,Neutral
River Cleanse ak River All Bladder Flush bodytreat weakness veto movementismeds,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
River s cannabinoid receptor could be target to combat liver cancer in some patients,Liver cancer,Neoplasms,0.0,0.0,Neutral
ROH3 JFB TFB alrasyid448ItuRasya Famous Crusade for Christ To Founder Lies ROH3 SmantiBatam ROH3SmantiBatam,Leukemia,Neoplasms,0.0,0.0,Neutral
rolling I was diagnosed with multiple sclerosis 26 years ago Thank you for writing such amazing books,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
rose I m fine I m just sorry to my uncle s family His sister just passed away from pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
Rosemary Hills it 90 of Cervical Cancer amp River Cancer Cells In Micro Verbs No via,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Rosemary Saber Wellington used Fulbright for Master of Public Health in Global Health at specialising in rheumatic heart disease,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Rougher Than Cancer leukaemia orange survivor walk cancer,Leukemia,Neoplasms,0.0,10.0,Positive
Rougher Than Cancer Real button ovarian cancer survivor,Ovarian cancer,Neoplasms,0.0,10.0,Positive
Rougher Than Cancer via breast cancer survivor walk,Breast cancer,Neoplasms,0.0,10.0,Positive
Round breaking lung cancer breath test in clinical trial,lung cancer,Neoplasms,0.0,0.0,Neutral
rowe The latter successfully disguised it as an asthma attack,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of 1 in 5 women do not attend their cervicalscreening Head why it s important to go here,Cervical cancer,Neoplasms,0.0,0.0,Neutral
RT of 1 It s been 4 years since termed with to raise awareness of ovarian cancer symptoms and I still seem,Ovarian cancer,Neoplasms,0.0,0.0,Neutral
RT of 10 000 Rural Dwellers In Snug Communities To Assess Free HIV AIDS Other Medical Rests http,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
RT of 10 signs you may be getting multiple sclerosis,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
RT of 10 Unknown Acts About Diabetes,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
RT of 14 year old girl pulled by classmates because she has cancer,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of 1800homecare The 5 Most Famous People Who Have Atkinson s Disease caregivers parkinsons cerebritis,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
RT of 1992 I can make up my mind on whether to be an ashore to you or give you diabetes,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
RT of 1stMiniMerlin Thanks for the follow MOJObandanas Help us help others dementia alzheimer cutis disease,Alzheimer,Neurological disorders,0.0,30.0,Positive
RT of 20 000 new cases of ovarian cancer per year That s too many Tapping Cancer Farmers team,Ovarian cancer,Neoplasms,0.0,0.0,Neutral
RT of 22 December 2014 Toe Pocket English rock musician With a Little Help from By Friends dies of lung cancer at 70 http,lung cancer,Neoplasms,0.0,0.0,Neutral
RT of 24 increase in the occurrence of pancreatic cancer for every 100 my per day decrease in magnesium intake,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
RT of 26 000 people in sub Saharan Africa die every year of liver cancer associated with chronic exposure to aflatoxins,Liver cancer,Neoplasms,0.0,-20.0,Negative
RT of 3 200 kiss 50 schools 1 rheumatic heart disease warrior More on Cherry s work in Labia he,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,10.0,Positive
RT of 3 months until purpleday the global epilepsy day Met s get Google to go purple that day hot,Epilepsy,Neurological disorders,0.0,0.0,Neutral
RT of 30 seas to sign please of,Epilepsy,Neurological disorders,0.0,0.0,Neutral
RT of 350 newborns amp mothers may have been exposed to tuberculosis after nurse tested positive,Tuberculosis,HIV/AIDS and tuberculosis,0.0,20.0,Positive
RT of 4 Life MissUniverse2015 HIV AIDS in Philippines won t be solved by RHLaw,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,20.0,Positive
RT of 49 Yeah I seem to remember that sermon about gay rights and abortion and Muslims being good,Abortion,Maternal disorders,0.0,10.0,Positive
RT of 5 of my friends now have leukaemia They say leukaemia incidence rate is 1 10000 To did I have 50000 friends Via a,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of 5secsofgracie u are the human version of a migrate,Migraine,Neurological disorders,0.0,0.0,Neutral
RT of 6 Or Andrew Hendifar on PEGPH20 With Cab paclitaxel Gemcitabine in Pancreatic Cancer,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
RT of 60M with acute mesoblastic leukaemia non specific esterase positive MLL rearranged with t 10 11 put que hemepath,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of 7 or old Button Smith has had leukaemia for 3 years Yesterday he signed a letter of intent with http,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of 75 mild ma know every reach personally be careful with Benjamin brush he got asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of 8 of the worst ways politicians tried to limit access to abortion in 2015,Abortion,Maternal disorders,0.0,0.0,Neutral
RT of 8 symptoms that you should not ignore that could mean kidney disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
RT of A breast cancer patient going for total mastectomy had a request before surgery it was to be filled dancing in O R http,Breast cancer,Neoplasms,0.0,0.0,Neutral
RT of A Christmas story of hope for Burn commit diagnosed with Leukaemia FREE,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of A genetic change the Philadelphia chromosome is common in chronic myelogenous leukaemia hot,Leukemia,Neoplasms,0.0,-10.0,Negative
RT of A highly instructive cancer case report w genomics amp drug response http,lung cancer,Neoplasms,0.0,0.0,Neutral
RT of A new treatment for multiple sclerosis The drug has dramatic effects on relapsing of Clinical trials,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
RT of A One the best heart touching can t help but cry speeches of all time Still Alice speech at alzheimer s society,Alzheimer,Neurological disorders,0.0,10.0,Positive
RT of A patent for the diagnostic of Chronic Destructive Pulmonary Disease COPD uses babelomics,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
RT of A person with SLE may have inflammation of various parts of the heart such as pericarditis myocarditis and endocard,myocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
RT of Abortion the greatest holocausts in our time Tom forgiveness is with Christ PPSellsBabyParts PPShoutYourStory http,Abortion,Maternal disorders,0.0,0.0,Neutral
RT of Absolutely He is a terrorist Nail is where he belongs prochoice of police feminist ab,Abortion,Maternal disorders,0.0,0.0,Neutral
RT of Acute Ischaemic Stroke Therapy,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
RT of Acute Myeloid Leukaemia He will defeat this,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of Acute pancreatitis in dogs is common but not normal That it is what to do if it happens and how to avoid it,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
RT of Advances in Management of Acute Pancreatitis general nutrition a cornerstone of therapy Gastro Clinics,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
RT of All diagnosed with an uncommon liver cancer called hepatoblastoma Head more here,Liver cancer,Neoplasms,0.0,-10.0,Negative
RT of All I know about stalwart is that there s a spaceman with an asthma condition theforceawakens,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of Alzheimer s Accurately Detected By Computerized Language Analysis by,Alzheimer,Neurological disorders,0.0,0.0,Neutral
RT of Alzheimer s and dementia are caused by small artery disease health kindle,Alzheimer,Neurological disorders,0.0,0.0,Neutral
RT of Alzheimer s so strong I forgot to pull out,Alzheimer,Neurological disorders,0.0,0.0,Neutral
RT of Amid HIV rumors of Face denied suffering from any degenerative or deadly diseases,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,-20.0,Negative
RT of amp Atlanta of investigator launch kidney cancer study kidneycancer,Kidney cancer,Neoplasms,0.0,10.0,Positive
RT of An anyone help me with one of those pathetic go fund me accounts I have advanced ovarian cancer just found out and can,Ovarian cancer,Neoplasms,0.0,20.0,Positive
RT of An has liver cancer and is still drinking,Liver cancer,Neoplasms,0.0,0.0,Neutral
RT of An He Afford Increased Efficacy of the Novel Anticoagulants and Devices Cardiology,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
RT of An I think men are smart There s prostate cancer but you ll never see them having no boxers day or showing off their balls,Prostate cancer,Neoplasms,0.0,0.0,Neutral
RT of An Rose tuberculosis exposure Rabies born at Valley Red start long drug regiment via,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
RT of An you send William who has leukaemia a Christmas card It would mean the world to him http,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of anaastasia x Please help my friend out I don t want her getting lung cancer,lung cancer,Neoplasms,0.0,10.0,Positive
RT of Analysis shows more cancer than cardiac deaths in patients with mild renal disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
RT of and on of DEGENERATION the GraphicMedicine series and suicide by bear,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
RT of announces plan to find cure for Alzheimer s by 2025,Alzheimer,Neurological disorders,0.0,10.0,Positive
RT of APA Ischaemic heart disease among the general Mongolian population a review of epidemiological studies,Ischemic heart,Cardiovascular and circulatory diseases,0.0,10.0,Positive
RT of APA Ischaemic Heart Diseases in ASEAN Countries Comparative Morbidity Mortality and Relationship to Economic Development,Ischemic heart,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
RT of Arc Men An Help Patients With Atkinson s Disease Write Legible of Parables,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
RT of Are you at risk for peripheral vascular disease Take this online assessment heartdisease heart,Peripheral vascular disease,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
RT of Are you using too much relieved inhaled via asthma,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of Arterial ischaemic stroke in children with cardiac disease Neurology,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
RT of Arteriopathy study shows is the only prediction of recurrent stroke in children stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,10.0,Positive
RT of Article by Able J Norton Most common diseases of elder Ischaemic Heart Disease Treatments In verbal medicine,Ischemic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
RT of as on Limbaugh After incendiary gun abortion want StopRush Heals UniteBlue,Abortion,Maternal disorders,0.0,0.0,Neutral
RT of ASA AHA ASA Statement National for the Inclusion Exclusion Criteria for Intravenous Alteplase in Acute Ischaemic Stroke hot,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
RT of ASA Nontraditional Risk Factors for Ischaemic Stroke an Update Extract,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
RT of ASA of thrombosis in very severe and severe ischaemic stroke Results from the SITS ISTR Registry,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
RT of ASCP to lead a 26 Of initiative to decrease mortality from breast amp cervical cancer in Africa ASCP15 pathology,Cervical cancer,Neoplasms,0.0,-10.0,Negative
RT of asthma is a choice just breathe,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of At Pitch Which bitch you know can leave the abortion clinic looking this fly BadBitchCentral,Abortion,Maternal disorders,0.0,0.0,Neutral
RT of Ate William A clair CDN Infantry CEF with In dies Dec 13 1915 of pulmonary tuberculosis http,Tuberculosis,HIV/AIDS and tuberculosis,0.0,-10.0,Negative
RT of AthleteSupport Dance helps people with Parkinsons Disease especially Mallet Of a member of your family has this make inquiries,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
RT of Atkinson s Disease And The Potential Of Cannabis Therapy from,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
RT of Atkinson s disease has been linked to drinking milk,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
RT of Atkinson s Treatment 10 Secrets to a Happier Life Parkinsons Parkinsons Disease,Parkinsons disease,Neurological disorders,0.0,20.0,Positive
RT of Australia will host world first human stem cell trial that could cure Atkinson s disease,Parkinsons disease,Neurological disorders,0.0,10.0,Positive
RT of away if fight flight response can be monitor it cut be useful in managing CRPS ak RSD Epilepsy,Epilepsy,Neurological disorders,0.0,10.0,Positive
RT of Axillary Suddenly Develops In Interest In During Alzheimer s BB4SP,Alzheimer,Neurological disorders,0.0,0.0,Neutral
RT of Baby it ACOG HPV Resting Vaccination Key to Cervical Cancer Even baby,Cervical cancer,Neoplasms,0.0,10.0,Positive
RT of Back s being treated for leukaemia childcancer so Santa will be visiting him in the hospital Via,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of Bacterium That Causes Q Never Linked to On Hodgkin Lymphoma,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
RT of Bag Sofa Is By Pain Relief Practicing with Multiple Sclerosis,multiple sclerosis,Neurological disorders,0.0,-10.0,Negative
RT of Banana for Kidney Cancer Prevention,Kidney cancer,Neoplasms,0.0,10.0,Positive
RT of BAR Fro your WCW got asthma Vol,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of BARGAIN Love The Notebook Cry Blue Hydrangeas an Alzheimer s love story CR4U All romance,Alzheimer,Neurological disorders,0.0,10.0,Positive
RT of Barrowman please sir publicity prostate cancer more it is not just an old man disease,Prostate cancer,Neoplasms,0.0,0.0,Neutral
RT of Battle Follette became pregnant at age 17 and was pushed towards abortion but she refused That baby later became no,Abortion,Maternal disorders,0.0,-10.0,Negative
RT of Beautiful site Former Butler standout Andrew Smith who has been rattling leukaemia attending today with wife,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of Begging Your Prostate Cancer Sexual Health,Prostate cancer,Neoplasms,0.0,0.0,Neutral
RT of Beginnings of researches find magnesium intake may be beneficial in preventing pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
RT of besides acne hormonal control period regulation and protection against bone thinning ovarian cancer amp anaemia,Ovarian cancer,Neoplasms,0.0,10.0,Positive
RT of bestdietworld Diabetes factor Exposed a breakthrough 100 scientifically prove way to fight your diam,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,20.0,Positive
RT of BIG STEP achieved towards TBFreeWorld today launched action plan to combat MDRTB Head,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
RT of bioshitto Epilepsy warning May 11 Capitation,Epilepsy,Neurological disorders,0.0,0.0,Neutral
RT of blacklivesmatter Stop trying to shut down innocent people s business and shut down your high abortion amp black on black crime r,Abortion,Maternal disorders,0.0,10.0,Positive
RT of Blocking body s endocannabinoids may stop liver cancer cancer health,Liver cancer,Neoplasms,0.0,10.0,Positive
RT of Blood News Stronger Draft Versus Leukaemia Effect Using HLA Haploidentical Honors than w HLA Identical Willings CXNTop10 http,Leukemia,Neoplasms,0.0,-10.0,Negative
RT of Bodybuilder died of liver cancer caused by years of osteoid abuse bodybuilding fitful,Liver cancer,Neoplasms,0.0,-10.0,Negative
RT of Boring plant Tiny leaves enormous benefits Head more,Liver cancer,Neoplasms,0.0,0.0,Neutral
RT of bossman222 An All I hope your gall bladder bursts tonight you useless count,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
RT of Botanist s Plan for Abortion on Demand DeathByDemocrat Culture Praises allah Looked God,Abortion,Maternal disorders,0.0,0.0,Neutral
RT of Botswana Not U S Partner in HIV Lids Battle Head,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,-10.0,Negative
RT of Boy rattling leukaemia for second time made contrary Navy SEAL SEALS Leukaemia,Leukemia,Neoplasms,0.0,0.0,Neutral
RT of Brain cell death seems to be the trigger for multiple sclerosis of,multiple sclerosis,Neurological disorders,0.0,-10.0,Negative
RT of breaking bad so fire it make lung cancer look cool shit 18 day 9 days emma hum for stops,lung cancer,Neoplasms,0.0,-10.0,Negative
RT of Breast cancer sum Reid Laughlin thanks public for support after baby girl s death,Breast cancer,Neoplasms,0.0,10.0,Positive
RT of Breast Cancer Treatment By Natural Means via,Breast cancer,Neoplasms,0.0,10.0,Positive
RT of Breastcancer is important but we must public understanding of breastreconstruction http,Breast cancer,Neoplasms,0.0,0.0,Neutral
RT of Breastfeeding lowers risk of type 2 diabetes for mother s with gestational diabetes,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
RT of brixton When you goose your symptoms to find out you have a liver disorder pancreatic cancer and 3 days to live ll,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
RT of Broccoli prevents cancer been green cleanse the liver cilantro removed heavy metals and ferries prevent heart rise,Liver cancer,Neoplasms,0.0,20.0,Positive
RT of Buffalo boy rattling leukaemia His story coming up next Took at that smile,Leukemia,Neoplasms,0.0,10.0,Positive
RT of By biggest Christmas gift this year came from in the form of life saving treatment for my dad s stage 4 kind,Kidney cancer,Neoplasms,0.0,20.0,Positive
RT of By brother is raising money for pancreatic cancer by growing all of his hair since st November Growvember hot,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
RT of By dad was a miner He died of Pneumoconiosis the dust Solidarity with orgreaveju,Pneumoconiosis,Chronic respiratory diseases,0.0,-10.0,Negative
RT of By dick is called Asthma It leaves birches breathless,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
RT of By friend Penny who got me to play golf again has stage 4 kidney liver cancer Praying for miracle,Liver cancer,Neoplasms,0.0,0.0,Neutral
RT of By mother blame everything on her gall bladder being removed,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
RT of By sweet W15H friend is rattling leukaemia for a and time Please pray for this incredible girl But u answer,Leukemia,Neoplasms,0.0,10.0,Positive
RT of By wife s sister Emily is fighting a hard battle w AML leukaemia To donate 4 medical bills http,Leukemia,Neoplasms,0.0,-10.0,Negative
RT of cab Interested in growing out a beard January collections are in progress 10 All goes to Prostate Cancer Visit 201A or N,Prostate cancer,Neoplasms,0.0,10.0,Positive
