time,text,topic,group,id,isDup
2015-12-16T20:23:55.000Z,Pineapple pesticide linked to Parkinsons,multiple sclerosis,Neurological disorders,6.77E+17,
2015-12-23T04:59:34.000Z,PINK Breast Cancer Admit Toll Wear Stress by FosterChildWhimsy via etsyppt pickingparadise,Liver cancer,Neoplasms,6.80E+17,
2015-12-16T23:08:20.000Z,PINK Breast Cancer Admit Toll Wear Stress by FosterChildWhimsy via etsyppt pickingparadise etsygifts,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-23T23:56:31.000Z,Pink Breast Cancer Awareness Have Headed Leave Pink Word Thumb handmadegifts PinkBracelet,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-23T23:53:54.000Z,Pink found between wine and breast cancer in biggest ever study on British women,Abortion,Maternal disorders,6.80E+17,
2015-12-16T08:57:16.000Z,Pioneering Neuroprotective Results Achieved in Atkinson s Disease Preclinical Studies,Kidney cancer,Neoplasms,6.77E+17,
Mon Nov 30 11:57:30 +0000 2015,Pitch ask why I m always drinking dat pink shit I to her ass mind her business I support breast cancer,COPD,Chronic respiratory diseases,6.71E+17,
2015-12-19T19:09:29.000Z,Planning a meeting w d team on which charity 2 support in 2016 CancerAwareness foam Alzheimer entrepreneur socialmedia stylish go,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-18T00:34:16.000Z,Plasma protein this an early marker of oxidation stress in asthma and chronic destructive pulmonary disease,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-26T21:28:33.000Z,Please check out my YouTube Channel I m patting cancer leukaemia and my 1 Dream and wish is to be Famous on of,Epilepsy,Neurological disorders,6.81E+17,
2015-12-26T21:25:28.000Z,Please help and between By daughter has leukaemia and needs a transplant,Epilepsy,Neurological disorders,6.81E+17,
2015-12-23T06:04:19.000Z,Please help my friend out I don t want her getting lung cancer,Parkinsons disease,Neurological disorders,6.80E+17,
2015-12-23T23:57:05.000Z,Please help support Breast Cancer Research add a Ribbon now,lung cancer,Neoplasms,6.80E+17,
2015-12-16T20:47:16.000Z,Please help support leukaemia cancer add a Ribbon now,Kidney cancer,Neoplasms,6.77E+17,
2015-12-26T23:39:33.000Z,Please help support Pancreatic Cancer Awareness add a Ribbon now,Migraine,Neurological disorders,6.81E+17,
2015-12-19T23:45:43.000Z,please keep my great aunt sandy in your prayers her doctor says her kidney cancer may have traveled to her brain I m heartbroken,Alzheimer,Neurological disorders,6.78E+17,
2015-12-26T20:23:52.000Z,Please Please listen to us when we PLEAD with you to change your produce purchases to ORGANIC,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-19T22:14:00.000Z,Please pray for Air Villier he was diagnosed with stage 4 liver cancer this month long and hind na day magna condition nina ngayon,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-26T13:39:38.000Z,Please pray for Rose Nerves who has pancreatitis shaprayers,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
2015-12-23T07:26:39.000Z,Please read about one man s journey to help the Leukaemia amp Lymphoma Society SayNOToPesticides,Liver cancer,Neoplasms,6.80E+17,
2015-12-18T19:24:42.000Z,PLOS Neglected Tropical Diseases Chagas Disease The New HIV AIDS of the American,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-23T09:30:38.000Z,plus axillary is sponsored by Monsanto pushing Amos on people which are also shown to cause asthma she doesn t,Pancreatic cancer,Neoplasms,6.80E+17,
Sat Dec 12 15:13:37 +0000 2015,Pneumoconiosis sufferer transform gas tank for oxygen,ischemic stroke,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-26T09:45:04.000Z,Pneumoconiosis Sufferer Transform Was Bank For Oxygen,Parkinsons disease,Neurological disorders,6.81E+17,
2015-12-14T20:04:12.000Z,Pneumoperitoneum does this patient had history of septic ulcer disease before or an obstructed bowel symptoms,Aortic aneurysm,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-19T23:42:09.000Z,Polycystic Kidney Disease Awareness Ribbon Business Hard Older,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-16T14:59:56.000Z,Polycystic Kidney Disease can lead to coma or death 50 of those diagnosed have kidney failure by age 70 PKD,Non-Hodgkin lymphoma,Neoplasms,6.77E+17,
2015-12-19T23:10:50.000Z,Polygenic risk of ischaemic stroke is associated with cognitive ability,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-19T23:09:06.000Z,Polygenic risk of ischaemic stroke is associated with cognitive ability Objectives He investigated the correct,multiple sclerosis,Neurological disorders,6.78E+17,
2015-12-23T23:53:20.000Z,Polygenic risk of ischaemic stroke is associated with cognitive ability via thanks,Alzheimer,Neurological disorders,6.80E+17,
2015-12-16T19:49:21.000Z,Popular new anticoag drugs drive increase in fig treatment shown in IHPI,Endocarditis,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-22T23:45:06.000Z,Popular Paper Addresses HIV AIDS Rumors,Parkinsons disease,Neurological disorders,6.79E+17,
2015-12-16T22:21:21.000Z,Population Genomics of Mycobacterium tuberculosis in Ethiopia Contradict the Virgin Soil By via,HIV/AIDS,HIV/AIDS and tuberculosis,6.77E+17,
Sat Dec 12 09:37:36 +0000 2015,Portrazza Approved for Advanced Hung Cancer EliLilly,Atrial fibrillation,Cardiovascular and circulatory diseases,6.76E+17,
Sat Dec 12 10:59:24 +0000 2015,PORTRAZZA necitumumab Approved as FirstLine Therapy for Metastatic Squamous NonSmall Well Hung Cancer Available at,Pancreatic cancer,Neoplasms,6.76E+17,
Sat Dec 12 06:00:09 +0000 2015,POSITIVE INFLUENCE 4 A fundraising event for Alzheimer s disease get your tickets now from,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-19T15:51:16.000Z,Positivity is taking collective action to end breast cancer epidemic ChemoThenAndNow chemoforever,Cardiomyopathy,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-19T23:00:35.000Z,Postoperative SocialMaladjustment is observed after deep BrainStimulation Alzheimers DefyDementia,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-16T23:02:52.000Z,Potential prostate cancer treatment developed in B C gets big boost,Leukemia,Neoplasms,6.77E+17,
2015-12-23T23:25:05.000Z,Potentially lethal of is usually spread between people but cows and wild animals infected with bovine tuberculosis are also spreading,Alzheimer,Neurological disorders,6.80E+17,
2015-12-16T23:40:32.000Z,Power quality of life for adult survivor of non Hodgkin lympho Mind out more,Prostate cancer,Neoplasms,6.77E+17,
Sat Dec 12 15:25:29 +0000 2015,powerpoint of endocarditis PPT Template powerpoint of endocarditis,Pancreatic cancer,Neoplasms,6.76E+17,
2015-12-23T14:25:10.000Z,POZStories William from Connecticut Real people real stories HIV AIDS,Atrial fibrillation,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-16T23:35:15.000Z,PredictBGL Pp can save NHS 3000GBP or compared with diabetes insult pumps of senior devices,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-23T23:32:04.000Z,Predictions New Diagnostic Tools for Prostate Cancer Medical Breakthrough via TechFlavor,Epilepsy,Neurological disorders,6.80E+17,
2015-12-23T23:54:50.000Z,pregnancy and asthma do not go well together if I walk over a mile I ll have an attack for sure ll,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-23T22:09:19.000Z,PrEP Protects Breastfeeding Infants From HIV for Up to a Dear HIV AIDS Treatment News,Epilepsy,Neurological disorders,6.80E+17,
2015-12-23T23:17:24.000Z,Preparing for an of Glare,Breast cancer,Neoplasms,6.80E+17,
2015-12-23T23:14:43.000Z,Preparing for an of Glare via,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-19T23:07:01.000Z,Pretty sure my new hot sauce addition is a death wish to my gall bladder,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-23T23:11:09.000Z,Prevalence and creditors of asymmetric hypertensive heart disease insight from cardiac and aortic function with,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-25T18:51:32.000Z,Prevalence and prediction factors of depression and anxiety in patients with pancreatic cancer a longitudinal st,Liver cancer,Neoplasms,6.80E+17,
2015-12-22T09:16:20.000Z,Prevalence of chronic kidney disease considerably varies across Europe,ischemic stroke,Cardiovascular and circulatory diseases,6.79E+17,
Sat Dec 12 09:30:03 +0000 2015,Prevalence of Classic and On Classic Antiphospholipid Antibodies in Multiple Sclerosis,Cervical cancer,Neoplasms,6.76E+17,
2015-12-23T19:56:08.000Z,Prevent diabetic cardiomyopathy in diabetic rats by combined therapy of aFGF loaded nanoparticles and ultrasound t,ischemic stroke,Cardiovascular and circulatory diseases,6.80E+17,
2015-12-23T20:12:22.000Z,Preventive pancreatic tents in the management of acute ciliary pancreatitis PREPAST trial pre study protocol,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-26T23:09:41.000Z,ProChoice Abortion School choice is not a solution Until recently the debate over school UniteBlue Cot,Breast cancer,Neoplasms,6.81E+17,
2015-12-16T23:53:20.000Z,Prognostic and prediction miRNA biomarkers in bladder kidney and prostate cancer There do we stand oncology,Abortion,Maternal disorders,6.77E+17,
2015-12-26T23:43:54.000Z,Program launched to reduce deadly cervical cancer in Haiti,Alzheimer,Neurological disorders,6.81E+17,
Sun Dec 13 01:40:00 +0000 2015,Program launched to reduce deadly cervical cancer in Haiti of MARC Haiti of A pilot program was Africa,Non-Hodgkin lymphoma,Neoplasms,6.76E+17,
Sun Dec 13 01:42:32 +0000 2015,Program launched to reduce deadly cervical cancer in Haiti via,Tuberculosis,HIV/AIDS and tuberculosis,6.76E+17,
2015-12-26T23:38:01.000Z,Program launched to reduce deadly cervical cancer in Haiti Yahoo News cancer,Breast cancer,Neoplasms,6.81E+17,
Sun Dec 13 02:14:47 +0000 2015,Program launched to reduce deadly cervical cancer in Haiti Yahoo News Program launched to reduce deadly her,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,
2015-12-16T20:30:25.000Z,Project For Awesome 2015 Leukaemia and Lymphoma Society,multiple sclerosis,Neurological disorders,6.77E+17,
2015-12-15T01:00:56.000Z,Prolonged Use of Oritavancin for Vancomycin Resistant Enterococcus calcium Prosthetic Valve Endocarditis,COPD,Chronic respiratory diseases,6.77E+17,
2015-12-19T21:52:51.000Z,Prolonged Use of Oritavancin for Vancomycin Resistant Enterococcus calcium Prosthetic Valve Endocarditis rubbed,Parkinsons disease,Neurological disorders,6.78E+17,
2015-12-16T23:56:34.000Z,Promising method against liver cancer,Abortion,Maternal disorders,6.77E+17,
Fri Nov 27 17:27:00 +0000 2015,Promising prostate cancer drug developed in of hits clinical trials Vancouver Run Vancouver Run clinical trials,Ischemic heart,Cardiovascular and circulatory diseases,6.70E+17,
2015-12-23T19:00:57.000Z,Proposed new cuff values for Of to detect oedema in acute myocarditis,Ovarian cancer,Neoplasms,6.80E+17,
2015-12-16T23:50:23.000Z,Prospect of gene therapy for cardiomyopathy in hereditary muscular dystrophy OrphanDrugs,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-22T04:25:33.000Z,Prostate Cancer A Subject Most Hispanic Tales Avoid California,Liver cancer,Neoplasms,6.79E+17,
2015-12-16T19:22:12.000Z,Prostate cancer cells succumb to suicide gene therapy news teach science,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-23T21:46:45.000Z,Prostate Cancer Galeterone very unique drug in the fact that it has several mechanism of action M Fabrizio of,multiple sclerosis,Neurological disorders,6.80E+17,
2015-12-18T23:04:25.000Z,Prostate Cancer Prevention An Proper Nutrition Help,Peptic ulcer,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-19T23:54:37.000Z,Prostate Cancer Survival The A V Ratio,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-23T22:11:01.000Z,prostatecancer Pelvic MRI findings in relapsed prostate cancer after radical research,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-22T20:11:10.000Z,Protest banners adorned with portraits of families affected by CKDnT Chronic Kidney Disease from,Pancreatitis,Digestive diseases (except cirrhosis),6.79E+17,
2015-12-26T08:13:13.000Z,Proteus endocarditis in an intravenous drug user,Parkinsons disease,Neurological disorders,6.81E+17,
Sat Dec 12 22:14:50 +0000 2015,Proud to work with the great Cherry Schwanninger Feet Auntie Cherry our rheumatic heart disease warrior,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.76E+17,
Mon Nov 30 01:15:24 +0000 2015,Providing stress management skill early in breast cancer treatment can improve survival,Non-Hodgkin lymphoma,Neoplasms,6.71E+17,
2015-12-23T23:56:32.000Z,Psychological stress may worse asthma symptoms it is thought that stress alter the immune system,Asthma,Chronic respiratory diseases,6.80E+17,
2015-12-16T21:10:28.000Z,Public awareness needed to understand a large number of deaths are caused by epilepsy health stroke seizures,Prostate cancer,Neoplasms,6.77E+17,
2015-12-26T23:32:39.000Z,PUBMED Abstract Seidemann K Tiemann M Schrappe M et al Short pulse B non Hodgkin lympho type chemotherapy is efficacious treatment,Breast cancer,Neoplasms,6.81E+17,
2015-12-26T16:27:40.000Z,Pulse multiprogramming mode trial fibrillation Diffuziya between affirmation and negation Saw of Evolution,Leukemia,Neoplasms,6.81E+17,
2015-12-26T15:21:07.000Z,PURE STAGE 2 TERMINAL PANCREATIC CANCER,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-19T18:00:45.000Z,Purified Cannabidiol the main non psychotropic component of Cannabis saliva alone counteract neuroma,Pancreatic cancer,Neoplasms,6.78E+17,
2015-12-19T07:42:16.000Z,Purified Cannabidiol the main non psychotropic component of Cannabis saliva alone counteract neuroma apoptosi,Gall bladder,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-19T02:15:45.000Z,Purified Cannabidiol the main non psychotropic component of Cannabis saliva alone counteract neuroma proptosis,Pancreatitis,Digestive diseases (except cirrhosis),6.78E+17,
2015-12-16T17:44:39.000Z,Pursuing Precision Medicine for Chronic KidneyDisease from s Log Head more on these new findings,Liver cancer,Neoplasms,6.77E+17,
2015-12-16T23:02:07.000Z,PycnogenolMay Provide Help for Asthma Patients,Leukemia,Neoplasms,6.77E+17,
2015-12-23T22:10:42.000Z,Pyonephrosis Genito urinary tuberculosis carbuncle of the kidneys what a time to be alive,HIV/AIDS,HIV/AIDS and tuberculosis,6.80E+17,
2015-12-26T23:30:28.000Z,QLD researches working on technology to revolutionize lung cancer detection WATCH News,Alzheimer,Neurological disorders,6.81E+17,
2015-12-23T15:42:08.000Z,Quote of the day There can be no rational middle in abortion debate,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.80E+17,
2015-12-21T18:06:13.000Z,Radiotherapy Associated With Higher Mortality in Prostate Cancer,Atrial flutter,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-26T17:30:56.000Z,Raising awareness for PancReatic cancer at PuRpleStRide,Prostate cancer,Neoplasms,6.81E+17,
2015-12-26T16:55:15.000Z,Raising awareness of Pancreatic cancer in this week s,Leukemia,Neoplasms,6.81E+17,
2015-12-19T22:17:22.000Z,Randomized trials confirm the superiority of endovascular therapy for acute ischaemic stroke,multiple sclerosis,Neurological disorders,6.78E+17,
2015-12-15T23:35:46.000Z,Ranks boasted by message of support from Brazil legend Mele,Aortic aneurysm,Cardiovascular and circulatory diseases,6.77E+17,
2015-12-21T11:17:58.000Z,Rapid antibiotic resistance predictions from become sequence data for Staphylococcus aureus,Peptic ulcer,Digestive diseases (except cirrhosis),6.79E+17,
Sat Dec 12 10:01:26 +0000 2015,READ Increasing vitamin D level is key in Multiple Sclerosis,Rheumatic heart,Cardiovascular and circulatory diseases,6.76E+17,
2015-12-26T22:05:17.000Z,READ Smoking can speed up progression of multiple sclerosis,Asthma,Chronic respiratory diseases,6.81E+17,
2015-12-19T23:45:47.000Z,Real Your Kidney Disease,Asthma,Chronic respiratory diseases,6.78E+17,
2015-12-19T06:40:40.000Z,Real Your Kidney Disease Reverse your impaired kidney function avoid analysis and begin,ischemic stroke,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-19T07:25:03.000Z,Real Your Kidney Disease Reverse your impaired kidney function avoid analysis and begin healing your kidneys,Cervical cancer,Neoplasms,6.78E+17,
2015-12-16T12:53:47.000Z,Really interesting case report on successful treatment of VRE endocarditis with oritvancin Twice weekly,Pancreatic cancer,Neoplasms,6.77E+17,
2015-12-19T19:35:22.000Z,Reasons for the high level of glucose in the blood in the second type of diabetes Cells of,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
2015-12-16T23:39:27.000Z,Recent advances in mesoscopic scale imagine in animal models of ischaemic stroke,Prostate cancer,Neoplasms,6.77E+17,
2015-12-23T21:39:45.000Z,Recently I was diagnosed with cervical cancer at my six week postpartum check They told me I had to get a,Epilepsy,Neurological disorders,6.80E+17,
2015-12-26T23:35:12.000Z,Red Fool Patients suffering from Kidney Disease via GoGetFunding helpinghand,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-19T12:34:40.000Z,Reduces chance of ovarian and cervical cancer and depression Reduces acne Takes periods easier Prevents pregnancy,Cervical cancer,Neoplasms,6.78E+17,
2015-12-19T05:55:32.000Z,Reducing fatty acid production may help treat arthritis leukaemia,Cervical cancer,Neoplasms,6.78E+17,
2015-12-23T20:47:05.000Z,Reference for Small Real The symptoms for liver cancer,Cervical cancer,Neoplasms,6.80E+17,
2015-12-19T23:10:33.000Z,Relationship Between Voice and Motor Disabilities of Atkinson s Disease,Ovarian cancer,Neoplasms,6.78E+17,
2015-12-23T19:52:17.000Z,Relationship of Bisphosphonate Therapy and Trial Fibrillation Flutter Outcome of Sleep Disorders in Older Men,Parkinsons disease,Neurological disorders,6.80E+17,
Fri Nov 27 18:53:20 +0000 2015,RelaxInSoBe RichardEWillard of YrreMikaela potato partyallnight Topeka some Factor diabetes vestas 100,myocarditis,Cardiovascular and circulatory diseases,6.70E+17,
2015-12-26T02:13:10.000Z,release new recommendations Paclitaxel Drug Luring Tents in Peripheral Arterial Disease Learn more,ischemic stroke,Cardiovascular and circulatory diseases,6.81E+17,
2015-12-19T21:20:35.000Z,Remember Troy German was refused entry into of because he wanted to execute abortion provides,Prostate cancer,Neoplasms,6.78E+17,
2015-12-16T23:34:07.000Z,REMS To Longer Necessary for Rosiglitazone Containing Diabetes Drugs FREE By Kristin J K health medicine,Breast cancer,Neoplasms,6.77E+17,
2015-12-23T21:18:36.000Z,Rep C May He Died to Greater Atkinson s Risk,Parkinsons disease,Neurological disorders,6.80E+17,
2015-12-23T17:33:29.000Z,Republican Attacks Backfire Is Support For Abortion Rights Its A 2 Dear High via,Kidney cancer,Neoplasms,6.80E+17,
2015-12-25T21:46:16.000Z,Research and Markets Coronary Artery Disease CAD Ischaemic Heart Disease,Liver cancer,Neoplasms,6.81E+17,
2015-12-26T00:30:46.000Z,Research and Markets World Cardiomyopathy Therapeutics Pipeline Review Of 2015 17,Rheumatic heart,Cardiovascular and circulatory diseases,6.81E+17,
2015-12-19T20:24:44.000Z,Research has shown that humans would not suffer from cancer obesity heart disease diabetes alzheimer s or,Tuberculosis,HIV/AIDS and tuberculosis,6.78E+17,
2015-12-17T14:01:56.000Z,Research His Fruit Hills Cancer Cells and Rights Diabetes,COPD,Chronic respiratory diseases,6.77E+17,
2015-12-18T11:18:41.000Z,Research Locks The Key Contributory To Atkinson s Disease,COPD,Chronic respiratory diseases,6.78E+17,
2015-12-15T21:49:03.000Z,Research suggests the active ingredient in pot can cause trial fibrillation if you already have rib WebMD,Pancreatitis,Digestive diseases (except cirrhosis),6.77E+17,
2015-12-26T23:56:23.000Z,Researches at are trailblazing a potential new pathway for the treatment of multiplesclerosis,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.81E+17,
Mon Nov 30 14:18:29 +0000 2015,Researches effectively and safely overcome radiation resistance in leukaemia with an engineered precision medicine,ischemic stroke,Cardiovascular and circulatory diseases,6.71E+17,
2015-12-18T00:34:13.000Z,Researches have found that magnesium intake may be beneficial in preventing pancreatic cancer,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-26T23:56:23.000Z,Researches identify dietary fat that could offer more effective epilepsy treatment,Asthma,Chronic respiratory diseases,6.81E+17,
Mon Nov 30 05:10:29 +0000 2015,Researches isolate cells implicated with breast cancer derived brain tumours,Aortic aneurysm,Cardiovascular and circulatory diseases,6.71E+17,
2015-12-26T12:30:48.000Z,Researches uncover strong evidence implicating biofilm in infective endocarditis,Cervical cancer,Neoplasms,6.81E+17,
2015-12-26T22:51:31.000Z,Resilient lint atmosphere a public relations officer as prove for operating asthma act,Ovarian cancer,Neoplasms,6.81E+17,
2015-12-26T23:33:47.000Z,respiratory Management of Acute Exacerbations of Asthma and Chronic Destructive Pulmonary Disease in the Her,Breast cancer,Neoplasms,6.81E+17,
2015-12-19T04:01:06.000Z,Rest Silk Fields Clues to Natural Inhibitors of HIV Foundation for AIDS Research HIV AIDS Research via sharethis,Liver cancer,Neoplasms,6.78E+17,
2015-12-19T23:13:11.000Z,Retroviral RNA may play a part in liver cancer followed by Arc Croix Wallonie,Alzheimer,Neurological disorders,6.78E+17,
2015-12-16T18:14:26.000Z,Retweeted Abigail Mud New theory on multiple sclerosis could lead to revolutionary treatment,Parkinsons disease,Neurological disorders,6.77E+17,
2015-12-19T01:39:07.000Z,Retweeted Epilepsy Action London epilepsy Join us for across in Trafalgar Q Run with,Cervical cancer,Neoplasms,6.78E+17,
2015-12-20T19:38:35.000Z,Retweeted JAMANeurology Time to Reperfusion and Treatment Effect for Acute Ischaemic Stroke,Endocarditis,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-19T01:44:16.000Z,Retweeted Marie A special Christmas wish to scot,Endocarditis,Cardiovascular and circulatory diseases,6.78E+17,
2015-12-19T23:11:01.000Z,Retweeted Organic Give Goods 1 200 pp in of have Atkinson disease n foods n supplement,Epilepsy,Neurological disorders,6.78E+17,
Fri Nov 27 19:07:55 +0000 2015,Reverse Type Diabetes in days completely diabetes obesity health food Naturalcure,Peripheral vascular disease,Cardiovascular and circulatory diseases,6.70E+17,
2015-12-16T16:24:46.000Z,Revising an expensive quick tuberculosis test for developing areas,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",6.77E+17,
2015-12-16T23:45:34.000Z,RHD Action Alliance partner attends the RHD Session of the WSCTS,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-16T23:41:21.000Z,Rheumatic Heart Disease and Asthma Hayyy,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-26T12:17:35.000Z,Rheumatic heart disease continues to cause too much death and disparity in contemporary Australia and beyond,Cervical cancer,Neoplasms,6.81E+17,
2015-12-23T20:55:04.000Z,Rheumatic Never and Rheumatic Heart Disease Report of a WHO Expert rheumaticheart disease,Prostate cancer,Neoplasms,6.80E+17,
2015-12-16T23:03:07.000Z,Rhinovirus in the Pathogenesis and Clinical Course of Asthma,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-19T15:25:33.000Z,Richard Error Multiple Sclerosis Truth myelin,Pancreatic cancer,Neoplasms,6.78E+17,
Fri Dec 11 22:12:20 +0000 2015,Right In That Pitch Iss Adams Apple amp I Hope You It Asthma To You An Choke amp Have A Dear Death Experience,Liver cancer,Neoplasms,6.75E+17,
2015-12-19T18:47:06.000Z,RIP Jimmy Will Had thing is that due to Alzheimer s he couldn t remember anything he did thirty disease,Prostate cancer,Neoplasms,6.78E+17,
Sat Nov 28 15:37:06 +0000 2015,rip to my gall bladder,Endocarditis,Cardiovascular and circulatory diseases,6.71E+17,
2015-12-19T23:26:38.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act,multiple sclerosis,Neurological disorders,6.78E+17,
2015-12-19T23:30:17.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act ACA healthcare,Breast cancer,Neoplasms,6.78E+17,
2015-12-23T07:40:18.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act by SABRINA TAVERNISE via NYT,Liver cancer,Neoplasms,6.80E+17,
2015-12-21T21:18:35.000Z,Rise in Early Cervical Cancer Detection Is Linked to Unfordable Are Act ObamacareWorks,Kidney cancer,Neoplasms,6.79E+17,
2015-12-26T05:37:18.000Z,Risk factors in perforated septic ulcer Lancet Review 2015,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,
2015-12-26T14:36:55.000Z,Risk including cervical amp breast cancer high blood pressure liver tumours risk of blood clotting gall bladder disease etc,Tuberculosis,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-26T16:02:13.000Z,Risk of chronic pancreatitis increased by interaction between smoking alcohol and gene variant,Prostate cancer,Neoplasms,6.81E+17,
Sat Dec 12 12:50:52 +0000 2015,Risk of exacerbations in chronic destructive pulmonary disease a primary care hvhebron cards Next complete,Cervical cancer,Neoplasms,6.76E+17,
2015-12-16T23:49:33.000Z,Risk ratification for large artery or chronic coronary artery disease related ischaemic stroke in octogenarians,Asthma,Chronic respiratory diseases,6.77E+17,
2015-12-16T23:47:30.000Z,Rituximab and risk of second primary malignancies in patients with non Hodgkin lympho a systematic review and m,Tuberculosis,HIV/AIDS and tuberculosis,6.77E+17,
2015-12-23T21:28:07.000Z,River Cancer,Kidney cancer,Neoplasms,6.80E+17,
Sun Dec 06 22:59:17 +0000 2015,River Cancer is the th most common cancer but and leading cause of cancer related deaths worldwide but is largely presentable,Aortic aneurysm,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-16T23:49:08.000Z,River cancer is this month s features topic hpbcsm,Prostate cancer,Neoplasms,6.77E+17,
2015-12-23T20:35:17.000Z,River cancer was overdue for Phil,Prostate cancer,Neoplasms,6.80E+17,
2015-12-25T22:36:59.000Z,River Cleanse ak River All Bladder Flush bodytreat weakness veto movementismeds,Pancreatic cancer,Neoplasms,6.81E+17,
Sun Dec 06 16:59:16 +0000 2015,River s cannabinoid receptor could be target to combat liver cancer in some patients,Rheumatic heart,Cardiovascular and circulatory diseases,6.74E+17,
2015-12-22T14:00:26.000Z,ROH3 JFB TFB alrasyid448ItuRasya Famous Crusade for Christ To Founder Lies ROH3 SmantiBatam ROH3SmantiBatam,ischemic stroke,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-19T23:39:25.000Z,rolling I was diagnosed with multiple sclerosis 26 years ago Thank you for writing such amazing books,Leukemia,Neoplasms,6.78E+17,
2015-12-26T15:01:43.000Z,rose I m fine I m just sorry to my uncle s family His sister just passed away from pancreatic cancer,HIV/AIDS,HIV/AIDS and tuberculosis,6.81E+17,
2015-12-26T23:51:03.000Z,Rosemary Hills it 90 of Cervical Cancer amp River Cancer Cells In Micro Verbs No via,Abortion,Maternal disorders,6.81E+17,
2015-12-26T05:40:09.000Z,Rosemary Saber Wellington used Fulbright for Master of Public Health in Global Health at specialising in rheumatic heart disease,Pancreatic cancer,Neoplasms,6.81E+17,
2015-12-16T20:37:55.000Z,Rougher Than Cancer leukaemia orange survivor walk cancer,Leukemia,Neoplasms,6.77E+17,
2015-12-16T21:22:32.000Z,Rougher Than Cancer Real button ovarian cancer survivor,lung cancer,Neoplasms,6.77E+17,
2015-12-23T06:38:15.000Z,Rougher Than Cancer via breast cancer survivor walk,Parkinsons disease,Neurological disorders,6.80E+17,
2015-12-26T23:30:23.000Z,Round breaking lung cancer breath test in clinical trial,Abortion,Maternal disorders,6.81E+17,
2015-12-22T21:05:51.000Z,rowe The latter successfully disguised it as an asthma attack,ischemic stroke,Cardiovascular and circulatory diseases,6.79E+17,
2015-12-26T17:49:06.000Z,RT of 1 in 5 women do not attend their cervicalscreening Head why it s important to go here,Pancreatitis,Digestive diseases (except cirrhosis),6.81E+17,
2015-12-19T23:53:15.000Z,RT of 1 It s been 4 years since termed with to raise awareness of ovarian cancer symptoms and I still seem,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",6.78E+17,
